geneID	baseMean	log2FC_Vs-VS	log2FC_vs-Vs	log2FC_vs-VS	log2FC_vs-vS	log2FC_vS-Vs	log2FC_vS-VS	padj_Vs-VS	padj_vs-Vs	padj_vs-VS	padj_vs-vS	padj_vS-Vs	padj_vS-VS
AT5G08720	445.9459155	-0.094355974	-0.277137609	-0.371493582	0.231458576	-0.508596184	-0.602952158	1	0.023652574	0.002237647	0.076932086	4.92E-05	1.34E-06
AT5G08740	743.2294248	-0.048781137	-0.708116655	-0.756897792	-0.172925004	-0.535191651	-0.583972788	1	1.93E-16	2.56E-18	0.073987332	2.00E-09	7.16E-11
AT5G08750	160.9524733	0.1070008	-0.40104669	-0.29404589	0.244416036	-0.645462726	-0.538461926	1	0.003228423	0.039389074	0.107237366	5.70E-06	0.000284101
AT5G08760	416.5197988	0.095379175	-0.796160747	-0.700781572	-0.351358129	-0.444802619	-0.349423444	1	0.000628164	0.002934001	0.172844435	0.084552127	0.189643359
AT5G08770	100.0758456	0.09170294	1.475772929	1.567475869	0.313665724	1.162107205	1.253810144	1	6.33E-16	1.34E-16	0.092816034	1.41E-09	2.79E-10
AT5G08780	157.4875943	-0.001518393	-0.771923476	-0.773441868	-0.775785456	0.00386198	0.002343587	1	2.10E-08	3.64E-08	2.44E-08	0.983596363	0.990842947
AT5G08790	1448.322164	-0.392654181	0.193094792	-0.199559389	-0.425333208	0.618428	0.225773818	0.008505053	0.037380583	0.031221017	2.23E-06	5.96E-12	0.020258942
AT5G09220	1051.888689	0.063381019	-2.510992714	-2.447611695	-1.814636553	-0.696356161	-0.632975142	1	5.33E-90	5.49E-85	2.57E-46	4.60E-08	9.06E-07
AT5G09225	158.1516928	-0.111162838	1.093521777	0.98235894	0.772248165	0.321273613	0.210110775	1	1.43E-15	2.03E-12	1.28E-08	0.045445271	0.220501321
AT5G09230	168.0339845	-0.110675996	-0.141683998	-0.252359995	0.190119659	-0.331803658	-0.442479654	1	0.360249361	0.09353147	0.238912396	0.036469143	0.004659008
AT5G09240	67.31851027	0.054784443	-1.167070671	-1.112286229	-0.689664603	-0.477406068	-0.422621626	1	3.71E-09	3.97E-08	0.001144202	0.022638314	0.052591569
AT5G09250	226.4234533	-0.042119945	1.120850767	1.078730822	0.546021142	0.574829625	0.53270968	1	7.87E-16	2.70E-14	0.00010626	0.000148552	0.000614888
AT5G09260	206.6750411	0.025094311	-0.094598087	-0.069503776	0.066999366	-0.161597453	-0.136503142	1	0.550391714	0.676053914	0.702954388	0.341223279	0.439088213
AT5G09270	101.0516662	-0.079826103	-0.146224999	-0.226051102	-0.508332905	0.362107906	0.282281803	1	0.43124862	0.217674338	0.002856095	0.046894785	0.140074049
AT5G09300	48.74512482	0.184260644	-0.506086613	-0.321825968	0.28006228	-0.786148893	-0.601888248	1	0.01579697	0.153338863	0.248831514	0.000430471	0.011392877
AT5G09310	148.4756958	-0.33623753	0.412621045	0.076383515	-0.036987084	0.449608129	0.113370598	1	0.006339043	0.652954326	0.841707909	0.004855413	0.538594102
AT5G09320	64.64908968	-0.151838093	-0.062552198	-0.214390291	-0.507789553	0.445237355	0.293399262	1	0.76496178	0.278504465	0.004715334	0.020004138	0.150317024
AT5G09330	739.2775582	0.040791213	0.054247618	0.095038831	-0.363736668	0.417984286	0.458775499	1	0.608345431	0.362110598	0.00013139	1.58E-05	2.65E-06
AT5G09350	224.6339479	0.009897673	-0.485083443	-0.475185771	0.002611728	-0.487695171	-0.477797499	1	2.18E-06	6.18E-06	0.985744311	6.12E-06	1.64E-05
AT5G09380	123.2709458	0.085240366	0.055361981	0.140602348	-0.227679238	0.28304122	0.368281586	1	0.723602816	0.363072265	0.114955051	0.059995364	0.016033686
AT5G09390	385.2929323	-0.017441541	-0.090141737	-0.107583278	-0.162005297	0.07186356	0.054422019	1	0.392596998	0.311760511	0.120906912	0.548232216	0.661685386
AT5G09400	672.8619803	0.066422029	0.19045588	0.256877909	0.186196706	0.004259175	0.070681204	1	0.008316935	0.00043417	0.011863299	0.966325289	0.427617639
AT5G09410	758.5562152	0.01799299	-0.198418084	-0.180425094	0.012322107	-0.21074019	-0.192747201	1	0.027411372	0.049318198	0.915950059	0.028010623	0.05007278
AT5G09420	137.0493114	-0.043529718	-1.518975602	-1.56250532	-1.380371114	-0.138604488	-0.182134206	1	4.62E-24	9.49E-25	1.25E-19	0.410720393	0.274964703
AT5G09440	1679.077204	-0.185295591	2.980279565	2.794983974	1.67449215	1.305787415	1.120491824	1	6.27E-132	1.82E-115	1.79E-43	5.14E-25	1.58E-18
AT5G09443	58.65145497	0.033776122	0.904577916	0.938354038	-0.184546204	1.08912412	1.122900242	1	2.99E-06	3.28E-06	0.355866741	4.01E-08	5.54E-08
AT5G09445	25.15911232	-0.331697012	0.370100323	0.038403311	-0.291912329	0.662012652	0.33031564	1	0.206437373	0.908814326	0.314927866	0.025667	0.300928512
AT5G09450	291.1783589	0.049191932	0.347937041	0.397128973	0.193330684	0.154606357	0.203798288	1	0.007308219	0.002519681	0.16605299	0.306982622	0.175225664
AT5G09480	944.6150888	-0.024179907	1.291831971	1.267652064	0.502037739	0.789794232	0.765614326	1	1.84E-46	9.49E-44	3.93E-08	3.82E-17	8.60E-16
AT5G09510	1192.740693	-0.021503521	-1.257768058	-1.27927158	-0.840782775	-0.416985283	-0.438488804	1	4.39E-20	1.26E-20	2.72E-09	0.005210681	0.003328026
AT5G09520	335.0045467	-0.216963997	2.816463875	2.599499878	0.806890084	2.009573791	1.792609794	1	4.11E-57	2.30E-48	3.44E-06	2.39E-28	1.65E-22
AT5G09530	3161.602437	-0.170827116	2.702371039	2.531543922	1.31626807	1.386102969	1.215275853	1	3.85E-77	1.25E-67	5.80E-19	2.33E-20	8.56E-16
AT5G09580	40.45950095	-0.190562348	-0.283935198	-0.474497546	-0.673264608	0.389329409	0.198767061	1	0.262705675	0.05443178	0.00447904	0.12936792	0.477303019
AT5G09585	353.5722006	-0.352868919	-0.132461923	-0.485330842	0.780972928	-0.913434851	-1.26630377	1	0.790792007	0.296580108	0.095911047	0.054145354	0.005964214
AT5G09590	1030.743604	0.027518483	-0.782961601	-0.755443118	-0.467351299	-0.315610302	-0.288091819	1	4.55E-15	6.12E-14	7.27E-06	0.003496059	0.008794833
AT5G09600	1202.311363	0.03861488	-0.005827271	0.032787609	0.238177954	-0.244005224	-0.205390345	1	0.957671429	0.758441699	0.013249174	0.013531231	0.043356629
AT5G09620	1531.06076	0.001384689	0.844415636	0.845800325	0.463843073	0.380572563	0.381957252	1	6.02E-14	7.44E-14	7.45E-05	0.001840084	0.001916612
AT5G09630	67.89068903	-0.092811746	0.628006184	0.535194439	0.015990951	0.612015233	0.519203488	1	0.008321053	0.028346603	0.957307401	0.016044124	0.04831769
AT5G09650	3382.989923	0.045258439	-1.312196419	-1.26693798	-0.453577355	-0.858619064	-0.813360625	1	7.05E-53	3.87E-49	4.97E-07	1.03E-22	2.31E-20
AT5G09660	7176.321598	-0.184771323	-0.727631119	-0.912402443	-0.190172595	-0.537458524	-0.722229848	1	6.26E-06	1.19E-08	0.302374832	0.001718023	1.68E-05
AT5G09680	324.9748585	-0.087641086	0.194613307	0.106972221	-0.120976641	0.315589948	0.227948862	1	0.066680296	0.343349031	0.281789904	0.003755051	0.046572164
AT5G09690	98.87381359	0.072784871	0.109836692	0.182621563	-0.012120156	0.121956848	0.194741718	1	0.531313253	0.300514267	0.952656854	0.535885629	0.314917846
AT5G09740	173.5584367	0.143414209	-0.115259381	0.028154829	0.1804244	-0.29568378	-0.152269571	1	0.374111437	0.849101947	0.17586815	0.02567392	0.304687386
AT5G09760	926.5477736	0.194990652	2.025825549	2.220816201	1.224887565	0.800937984	0.995928636	1	5.46E-51	1.54E-59	1.79E-19	2.26E-08	3.74E-12
AT5G09770	274.2590757	-0.040639747	0.381716464	0.341076716	0.140174419	0.241542044	0.200902297	1	0.009268558	0.022747851	0.392722656	0.141283609	0.238043547
AT5G09790	96.68248593	0.213722106	-0.177943583	0.035778522	-0.191119155	0.013175571	0.226897677	1	0.395526506	0.881500415	0.382744449	0.96062866	0.329770191
AT5G09800	275.2840059	-0.390735782	1.800224233	1.409488451	0.74811378	1.052110454	0.661374672	1	1.37E-18	6.91E-12	0.000394521	1.23E-06	0.003297993
AT5G09810	5982.627344	-0.158953396	1.069966327	0.911012931	0.32584076	0.744125567	0.585172171	1	1.54E-13	4.10E-10	0.039743797	9.25E-07	0.000159191
AT5G09820	196.6373757	-0.192014513	0.364933771	0.172919258	-0.100539701	0.465473472	0.273458959	1	0.023529977	0.312668166	0.584996264	0.005604059	0.126577898
AT5G09830	155.5817935	-0.158480174	-0.353733582	-0.512213756	-0.056552185	-0.297181396	-0.455661571	1	0.048875407	0.003826998	0.798539104	0.130504727	0.01651105
AT5G09840	176.0707533	0.070508961	-1.707534561	-1.6370256	-1.800497733	0.092963172	0.163472132	1	3.83E-32	1.11E-28	1.25E-35	0.577009668	0.307685738
AT5G09850	564.8570863	0.005949238	0.293589155	0.299538393	0.392064342	-0.098475187	-0.092525949	1	0.002493304	0.002379637	6.37E-05	0.400525269	0.440435881
AT5G09860	229.0017159	-0.028515133	-0.701501514	-0.730016647	-0.335887984	-0.365613531	-0.394128663	1	4.06E-08	1.71E-08	0.015085436	0.007906417	0.004588907
AT5G09870	2902.231411	-0.109190283	-0.195530471	-0.304720755	-0.201114073	0.005583602	-0.103606682	1	0.035605768	0.000822116	0.036974041	0.964539196	0.33280908
AT5G09876	26.59591199	0.498343735	1.894881241	2.393224976	1.503934715	0.390946526	0.889290261	1	9.92E-07	2.81E-09	0.000123377	0.420717287	0.056256432
AT5G09880	168.7765525	-0.217846823	-0.740693442	-0.958540265	-0.720842204	-0.019851238	-0.237698061	1	2.07E-09	8.17E-15	7.59E-09	0.905212187	0.078257684
AT5G09890	1066.99037	0.099359467	-0.439668967	-0.340309501	0.015292528	-0.454961496	-0.355602029	1	9.24E-09	1.40E-05	0.881538467	9.31E-09	1.37E-05
AT5G09900	1662.529712	-0.041097328	-0.00557736	-0.046674688	-0.008720929	0.003143569	-0.03795376	1	0.950693789	0.581666	0.930043461	0.976153289	0.692651989
AT5G09920	378.0835652	-0.022328116	-0.130398824	-0.152726939	0.022604492	-0.153003316	-0.175331431	1	0.200305221	0.136797646	0.855975414	0.163760266	0.113284682
AT5G09950	27.37630339	0.034990028	0.193113035	0.228103063	-0.700628303	0.893741338	0.928731366	1	0.591242821	0.534679456	0.031176896	0.007948416	0.007068786
AT5G09960	356.5366303	-0.003987295	0.463971388	0.459984093	0.591828288	-0.1278569	-0.131844195	1	0.000113409	0.000166186	1.10E-06	0.384630025	0.376399534
AT5G09970	44.21587457	-0.031662488	0.787855846	0.756193359	0.831417961	-0.043562115	-0.075224603	1	0.016801074	0.023952744	0.014074773	0.924366192	0.867623626
AT5G09978	64.08262367	-0.085498081	-2.959675897	-3.045173978	-2.407539866	-0.552136031	-0.637634112	1	1.95E-34	6.96E-36	4.67E-22	0.006378527	0.001707029
AT5G09980	150.715774	0.060823813	1.205704874	1.266528687	1.415122147	-0.209417274	-0.14859346	1	7.92E-15	1.74E-15	2.02E-19	0.287455887	0.479465081
AT5G09995	138.5028706	0.139242132	-0.864109803	-0.724867671	-0.199056662	-0.665053141	-0.525811009	1	4.90E-08	8.77E-06	0.285057969	6.42E-05	0.002506422
AT5G10010	620.7812329	0.032970943	-0.812476522	-0.779505579	-0.311507735	-0.500968787	-0.467997844	1	6.47E-10	4.09E-09	0.029901411	0.000332537	0.000950079
AT5G10020	754.3634047	-0.058444668	0.403165956	0.344721288	0.108665108	0.294500848	0.236056181	1	0.000315601	0.00245072	0.395169655	0.015040468	0.059291671
AT5G10030	416.4452317	0.078227365	0.590968064	0.669195428	-0.341053796	0.93202186	1.010249224	1	5.22E-08	1.51E-09	0.001843986	1.02E-17	9.05E-20
AT5G10050	173.9148131	-0.184263652	-0.075390195	-0.259653847	0.138740019	-0.214130214	-0.398393866	1	0.600485995	0.052891264	0.346354223	0.148475002	0.004652891
AT5G10060	346.2165839	-0.000848157	-0.045266433	-0.04611459	-0.346057802	0.300791369	0.299943212	1	0.73673512	0.738818832	0.003996615	0.016933748	0.019569307
AT5G10070	154.6070317	-0.033318385	-0.34419935	-0.377517734	-0.444496115	0.100296765	0.066978381	1	0.016220409	0.009396831	0.001923687	0.558986813	0.710252557
AT5G10080	53.98464933	0.328551994	-0.794391154	-0.46583916	-0.805469619	0.011078465	0.339630459	1	0.000197059	0.04355655	0.000202569	0.968947665	0.16529368
AT5G10100	121.5330709	-0.091464897	1.455533952	1.364069055	1.037470306	0.418063646	0.326598749	1	2.30E-14	1.93E-12	4.88E-08	0.061111338	0.161767452
AT5G10110	146.4023949	-0.007773649	-0.356129842	-0.363903491	-0.186320418	-0.169809424	-0.177583073	1	0.012142971	0.012104337	0.233496313	0.296198886	0.285441198
AT5G10130	129.9546607	-0.073169022	-0.169938467	-0.243107489	-0.407388306	0.237449839	0.164280817	1	0.350632189	0.177426678	0.019239308	0.212981013	0.416109941
AT5G10140	286.207565	-0.01294628	2.126749336	2.113803056	0.617511019	1.509238317	1.496292037	1	4.10E-22	1.86E-21	0.00738049	4.21E-11	1.00E-10
AT5G10150	194.7969562	-0.037840115	-0.264316874	-0.302156989	0.194802695	-0.459119569	-0.496959684	1	0.088208119	0.052452882	0.250724401	0.004275258	0.002151429
AT5G10160	555.4664407	-0.072119552	-0.352413062	-0.424532614	0.22975526	-0.582168322	-0.654287874	1	9.66E-05	2.89E-06	0.018635207	3.67E-10	2.28E-12
AT5G10170	463.6565208	0.049298627	-2.32411072	-2.274812093	-2.033056108	-0.291054612	-0.241755985	1	1.55E-72	1.56E-68	1.05E-54	0.031456922	0.083121634
AT5G10180	794.4209335	-0.033571125	-0.038683519	-0.072254644	-0.23028531	0.191601792	0.158030667	1	0.890806778	0.798999457	0.407718523	0.516670454	0.600717275
AT5G10190	234.8389288	-0.149874549	0.429407715	0.279533166	0.04508391	0.384323805	0.234449256	1	3.30E-05	0.009220496	0.713511069	0.00049042	0.046092242
AT5G10200	235.876628	0.146960373	0.801572225	0.948532598	0.378459439	0.423112786	0.570073159	1	6.80E-12	4.04E-15	0.001507015	0.000976611	1.23E-05
AT5G10210	103.865641	0.181227372	3.150577163	3.331804535	1.847434354	1.303142809	1.484370181	1	6.68E-49	7.11E-49	1.56E-21	3.29E-08	1.95E-09
AT5G10230	98.82669106	-0.182255781	0.238840329	0.056584548	-0.459973145	0.698813475	0.516557694	1	0.29024948	0.820731092	0.033003594	0.001403598	0.023038371
AT5G10240	341.7599625	0.066352578	-1.069717102	-1.003364524	-0.627907584	-0.441809518	-0.37545694	1	3.49E-17	6.30E-15	2.36E-06	0.001040615	0.006816565
AT5G10250	30.54301903	0.191567572	-3.345229794	-3.153662222	-1.714247806	-1.630981988	-1.439414416	1	1.07E-15	6.94E-14	0.000144347	5.96E-05	0.000530786
AT5G10260	78.70645339	0.00732861	0.47869837	0.48602698	0.80914412	-0.33044575	-0.32311714	1	0.010559979	0.011400416	1.91E-05	0.130670941	0.152289415
AT5G10270	330.9143633	0.068148703	0.634547514	0.702696218	0.467092796	0.167454719	0.235603422	1	2.61E-10	8.74E-12	4.23E-06	0.160091499	0.047333013
AT5G10280	91.30755804	0.399950912	-0.957422198	-0.557471287	-0.594894537	-0.362527661	0.03742325	1	8.84E-07	0.007164735	0.004091942	0.091330343	0.891169648
AT5G10290	505.1913019	-0.040879432	-0.386308461	-0.427187893	-0.683636213	0.297327752	0.25644832	1	0.003598108	0.001339439	1.78E-07	0.036350777	0.078403145
AT5G10300	175.3705984	0.093100515	0.926529281	1.019629796	0.437688203	0.488841079	0.581941594	1	1.86E-06	2.30E-07	0.032972846	0.023161311	0.007025849
AT5G10320	61.37835671	0.275709481	-0.199505511	0.07620397	0.170845755	-0.370351266	-0.094641785	1	0.343898396	0.746458983	0.458202253	0.095336809	0.723389977
AT5G10330	304.8286974	0.063136016	-0.713591627	-0.650455611	-0.313375909	-0.400215718	-0.337079702	1	1.07E-12	2.41E-10	0.003803652	0.000152417	0.002184293
AT5G10350	307.824098	0.057437736	-0.272037401	-0.214599665	-0.431136981	0.159099579	0.216537316	1	0.004654505	0.03280762	4.74E-06	0.130345067	0.040319723
AT5G10360	6169.581159	0.01987239	-0.444555183	-0.424682793	-0.132913364	-0.311641819	-0.291769429	1	1.85E-07	7.13E-07	0.164934992	0.000578543	0.0014231
AT5G10370	371.4231948	0.046109431	0.675217928	0.721327359	0.503231476	0.171986452	0.218095883	1	1.99E-10	2.67E-11	3.01E-06	0.171755469	0.083115616
AT5G10380	291.1816093	-0.119147233	1.721476771	1.602329537	0.93438081	0.787095961	0.667948728	1	5.01E-20	2.70E-17	1.01E-06	0.000108197	0.001311159
AT5G10390	180.4224935	-0.119852341	-0.42181694	-0.541669281	-0.721022276	0.299205336	0.179352995	1	0.017104998	0.002094231	3.38E-05	0.117041353	0.380576538
AT5G10400	466.3428932	0.064492968	-0.054472478	0.010020491	-0.439202746	0.384730268	0.449223236	1	0.707194149	0.950112028	0.000711964	0.004275258	0.000871683
AT5G10410	164.1997835	0.039898822	0.450121726	0.490020548	-0.619630719	1.069752445	1.109651266	1	0.109024207	0.082132371	0.027315514	0.000116142	7.29E-05
AT5G10430	85.05778789	0.264131197	-0.746390343	-0.482259145	-0.131017321	-0.615373021	-0.351241824	1	2.64E-06	0.004574374	0.502724134	0.000247987	0.059291671
AT5G10440	33.11880693	-0.105180215	1.782338165	1.67715795	0.885474832	0.896863334	0.791683118	1	6.70E-11	1.96E-09	0.000709788	0.003577407	0.012908845
AT5G10450	4635.87457	-0.074586219	0.155465541	0.080879322	0.14486715	0.010598391	-0.063987828	1	0.193692009	0.520878488	0.253372958	0.946296436	0.653483111
AT5G10460	416.4718765	-0.121318422	0.640230037	0.518911615	0.414332024	0.225898013	0.104579592	1	1.04E-07	2.23E-05	0.000867123	0.102497144	0.491025698
AT5G10470	1746.731793	-0.136429838	-1.038443468	-1.174873306	-0.605483453	-0.432960016	-0.569389853	1	6.48E-39	3.17E-49	1.63E-13	1.94E-07	4.06E-12
AT5G10480	1042.500652	-0.055661805	-0.340655627	-0.396317432	0.333494243	-0.67414987	-0.729811675	1	0.012140046	0.003405603	0.01869901	8.39E-07	9.46E-08
AT5G10490	709.9739518	0.006884026	-0.47558419	-0.468700164	-0.100611961	-0.374972229	-0.368088203	1	2.04E-09	5.88E-09	0.273860893	6.63E-06	1.39E-05
AT5G10510	171.3735785	-0.038080301	1.01902741	0.98094711	0.651782002	0.367245408	0.329165108	1	6.72E-12	9.52E-11	1.30E-05	0.030603419	0.060846429
AT5G10520	70.62290789	-0.258731629	0.177013127	-0.081718503	0.051233721	0.125779406	-0.132952223	1	0.370966245	0.697587076	0.821527899	0.585452333	0.561926807
AT5G10540	962.4074332	0.23165864	0.388818889	0.620477529	0.884185614	-0.495366725	-0.263708086	0.558920978	1.04E-07	4.75E-17	2.16E-33	1.42E-10	0.001482507
AT5G10550	1734.543569	0.127917701	1.006730819	1.13464852	0.690700327	0.316030492	0.443948193	1	1.62E-20	2.08E-25	4.64E-10	0.008550621	0.000165644
AT5G10560	1035.78818	0.010646441	-0.186548413	-0.175901972	-0.097092699	-0.089455713	-0.078809273	1	0.02976206	0.043648661	0.30483454	0.369042397	0.440316958
AT5G10580	376.3354803	0.154870322	-0.609685477	-0.454815155	0.124019154	-0.733704631	-0.578834308	1	8.30E-07	0.000352063	0.399065973	9.73E-09	1.19E-05
AT5G10600	69.9176933	-0.073330312	0.945990415	0.872660103	0.607438267	0.338552149	0.265221836	1	2.40E-06	2.15E-05	0.002785437	0.153840697	0.288466637
AT5G10610	175.115974	-0.137480083	0.899068827	0.761588744	0.631220684	0.267848144	0.130368061	1	5.23E-11	4.79E-08	4.48E-06	0.096572838	0.461695947
AT5G10620	45.31510435	0.127138739	-1.22175866	-1.094619921	-0.526350496	-0.695408164	-0.568269425	1	1.64E-07	5.33E-06	0.043940067	0.004402283	0.026928462
AT5G10625	155.8077655	0.075406016	0.386009284	0.4614153	-0.460026846	0.84603613	0.921442146	1	0.01266034	0.003517336	0.002130228	2.85E-08	3.79E-09
AT5G10630	313.773034	-0.057773839	-0.034988025	-0.092761865	-0.015211181	-0.019776844	-0.077550683	1	0.762755184	0.407329425	0.908149649	0.887430396	0.54108099
AT5G10650	237.6212412	0.008807835	1.422591746	1.431399581	0.457586093	0.965005653	0.973813489	1	1.78E-21	6.12E-21	0.002735624	8.53E-10	1.31E-09
AT5G10690	285.3004688	-0.07188276	-0.877632744	-0.949515504	-0.733292303	-0.144340441	-0.216223201	1	8.41E-14	1.24E-15	1.05E-09	0.289814313	0.103197597
AT5G10695	259.219652	-0.112300703	1.565249674	1.452948971	1.358222235	0.207027439	0.094726736	1	3.75E-13	2.19E-11	5.10E-10	0.443700413	0.74536164
AT5G10700	95.34060134	-0.048093162	-0.551277735	-0.599370898	-0.302984838	-0.248292898	-0.29638606	1	0.000315554	0.000119582	0.068176747	0.146578722	0.085011944
AT5G10710	180.6840905	-0.266539703	0.351404372	0.084864669	0.356781628	-0.005377256	-0.271916959	1	0.008755333	0.568348937	0.009162855	0.977192832	0.071197114
AT5G10720	134.9814758	0.060213477	-0.613169513	-0.552956036	-0.485599622	-0.127569891	-0.067356414	1	2.96E-05	0.000255619	0.001466374	0.467271884	0.724319412
AT5G10730	195.8647535	0.021028291	0.528988839	0.55001713	0.584626311	-0.055637471	-0.03460918	1	3.91E-05	2.94E-05	7.06E-06	0.752703424	0.850436635
AT5G10740	233.6880648	-0.031728168	0.465475295	0.433747127	0.275061103	0.190414192	0.158686024	1	1.32E-05	7.94E-05	0.012652197	0.124554872	0.223100744
AT5G10745	274.3803445	0.023901324	0.745813652	0.769714976	-0.03860358	0.784417232	0.808318556	1	4.07E-08	2.68E-08	0.820518935	2.30E-08	1.55E-08
AT5G10750	891.2577002	-0.265569975	0.084237373	-0.181332601	0.179231823	-0.094994449	-0.360564424	1	0.612717814	0.25521703	0.284772897	0.6130558	0.02622759
AT5G10760	68.1376515	-0.51255034	3.859222435	3.346672095	0.019182026	3.840040409	3.327490069	1	2.29E-13	2.21E-10	0.979094337	1.04E-12	8.57E-10
AT5G10770	516.4706069	0.059101547	1.92794032	1.987041867	0.791668692	1.136271628	1.195373175	1	9.62E-58	6.16E-59	2.88E-11	1.30E-19	7.90E-21
AT5G10780	657.8105532	-0.045874311	0.398429551	0.35255524	-0.061929122	0.460358673	0.414484363	1	2.78E-05	0.000271789	0.581290481	2.80E-06	3.69E-05
AT5G10790	387.6111307	0.113900793	0.726519494	0.840420287	0.293525283	0.432994212	0.546895005	1	1.71E-10	4.30E-13	0.014008785	0.000426626	9.87E-06
AT5G10800	55.5254674	0.028290441	-0.63010743	-0.601816989	-0.813567853	0.183460423	0.211750864	1	0.0030484	0.005991178	0.000114952	0.450845549	0.392062752
AT5G10810	232.5170801	-0.22551028	-0.195259109	-0.420769388	-0.223890096	0.028630987	-0.196879292	1	0.145846873	0.00109371	0.104057022	0.869997734	0.177616346
AT5G10820	244.8573173	-0.048987929	0.3684617	0.319473772	-0.187358284	0.555819985	0.506832056	1	0.0336643	0.07115802	0.319285194	0.001784517	0.005238264
AT5G10830	280.5741359	-0.008701341	0.279749688	0.271048347	0.283700316	-0.003950628	-0.012651969	1	0.091895403	0.107401501	0.100222561	0.986201843	0.956774946
AT5G10840	1926.100971	-0.017202991	0.191455838	0.174252847	0.115162531	0.076293306	0.059090315	1	0.013501162	0.026747801	0.169504328	0.403315048	0.532328857
AT5G10860	2758.303564	-0.085109648	1.42003859	1.334928942	0.640834039	0.779204551	0.694094903	1	2.27E-28	4.17E-25	1.62E-06	7.10E-09	3.33E-07
AT5G10870	116.8744454	0.207484675	0.083724767	0.291209442	0.225643402	-0.141918636	0.06556604	1	0.621993919	0.075047383	0.177091359	0.446715182	0.752860087
AT5G10900	138.2944705	0.102068089	-0.415436382	-0.313368293	-0.188757854	-0.226678528	-0.124610438	1	0.001217575	0.020679815	0.185056812	0.112841906	0.433262046
AT5G10910	223.1889529	-0.012440315	-0.744011289	-0.756451604	-0.336329358	-0.407681931	-0.420122245	1	4.71E-06	4.08E-06	0.058694579	0.021036884	0.018573659
AT5G10920	622.7324061	0.05974022	-1.265160797	-1.205420577	-0.364529796	-0.900631001	-0.840890781	1	1.01E-16	3.68E-15	0.030105579	1.17E-08	1.33E-07
AT5G10930	138.2490395	0.074015541	2.403839484	2.477855025	1.075383942	1.328455542	1.402471083	1	1.70E-45	1.44E-44	6.18E-12	2.45E-13	9.88E-14
AT5G10940	444.5993705	-0.058257601	0.035418805	-0.022838796	-0.217736304	0.253155109	0.194897508	1	0.690703367	0.808586645	0.00623376	0.0021875	0.02481817
AT5G10950	211.761519	-0.002963268	-0.007505241	-0.010468509	-0.373851272	0.366346031	0.363382763	1	0.962831327	0.950748479	0.006198367	0.010135202	0.012690571
AT5G10960	2195.943867	-0.031211869	1.171827591	1.140615722	0.08461003	1.087217562	1.056005693	1	3.44E-21	5.24E-20	0.5775762	9.64E-18	1.13E-16
AT5G10980	1403.847373	-0.063104735	-0.034890575	-0.09799531	0.015304168	-0.050194743	-0.113299478	1	0.816545424	0.494980593	0.92910761	0.76889399	0.470223719
AT5G11000	903.5834271	0.118598559	-0.044600794	0.073997764	0.011885082	-0.056485876	0.062112683	1	0.746064347	0.587516488	0.940363689	0.718095147	0.686919141
AT5G11010	250.3121275	0.176528834	-0.033773787	0.142755047	-0.231841385	0.198067598	0.374596431	1	0.804217082	0.271823355	0.060700012	0.131429764	0.003438548
AT5G11020	87.57940883	-0.054255877	-0.430618379	-0.484874256	0.175564316	-0.606182694	-0.660438572	1	0.016617346	0.007653164	0.401271654	0.001410739	0.00058589
AT5G11030	257.2715422	-0.187224658	0.006073965	-0.181150692	-0.213703332	0.219777298	0.03255264	1	0.96245368	0.110423543	0.057784033	0.063199525	0.820041902
AT5G11040	599.1919366	-0.012959187	0.282021888	0.269062702	0.231825416	0.050196472	0.037237286	1	0.015908819	0.023425349	0.058844104	0.740960934	0.808494483
AT5G11060	463.3593333	-0.042043568	1.425921068	1.3838775	0.384288904	1.041632164	0.999588596	1	7.73E-14	5.93E-13	0.064015147	1.82E-07	7.13E-07
AT5G11070	1710.437929	-0.234221332	0.200100894	-0.034120438	-0.126967844	0.327068738	0.092847406	1	0.315884355	0.879316923	0.563607067	0.11408499	0.693486354
AT5G11090	1744.514161	-0.125278614	1.293043345	1.167764731	0.092060684	1.200982661	1.075704047	1	4.96E-22	4.28E-18	0.573920507	1.70E-18	6.26E-15
AT5G11100	113.2857057	0.004838987	1.62020744	1.625046428	0.953701648	0.666505792	0.67134478	1	1.94E-30	2.39E-28	5.16E-13	2.90E-05	5.26E-05
AT5G11110	526.8477983	-0.026530206	1.279770895	1.253240689	0.934957865	0.344813029	0.318282823	1	4.02E-48	1.78E-44	3.57E-27	0.000479164	0.001739155
AT5G11140	49.45526187	-0.67914643	1.74921453	1.0700681	-0.121620972	1.870835502	1.191689072	1	4.16E-10	0.000100053	0.693026789	6.97E-11	2.96E-05
AT5G11150	226.6276018	-0.115505607	0.390716453	0.275210846	-0.310954225	0.701670678	0.586165071	1	0.001711028	0.033177743	0.012132017	1.82E-08	4.82E-06
AT5G11160	71.37884798	-0.071515345	-1.640036392	-1.711551737	-0.457004193	-1.183032199	-1.254547544	1	5.41E-10	1.17E-10	0.134704871	1.52E-05	4.88E-06
AT5G11170	1829.033486	-0.052801535	-0.674370767	-0.727172302	-0.629774656	-0.044596111	-0.097397645	1	1.11E-16	4.87E-19	2.37E-14	0.676113035	0.320673563
