geneID	baseMean	log2FC_Vs-VS	log2FC_vs-Vs	log2FC_vs-VS	log2FC_vs-vS	log2FC_vS-Vs	log2FC_vS-VS	padj_Vs-VS	padj_vs-Vs	padj_vs-VS	padj_vs-vS	padj_vS-Vs	padj_vS-VS
AT1G27460	495.7004596	0.004172191	-0.598893803	-0.594721611	-0.221842643	-0.37705116	-0.372878968	1	3.84E-05	4.96E-05	0.172596149	0.016776833	0.019290591
AT1G27470	534.9404887	0.020379262	-0.877219279	-0.856840017	-0.78619636	-0.091022918	-0.070643656	1	6.46E-26	4.94E-24	1.11E-20	0.355908214	0.493277513
AT1G27480	668.0973813	-0.087222513	0.22659233	0.139369817	-0.35884363	0.58543596	0.498213447	1	0.051497464	0.251971013	0.001775426	3.01E-07	1.95E-05
AT1G27500	184.3370368	-0.04365296	0.463684992	0.420032032	0.131301382	0.33238361	0.28873065	1	0.000145498	0.000829241	0.328161225	0.01293939	0.03830712
AT1G27510	860.4984981	0.019395476	-0.203318558	-0.183923082	-0.007591493	-0.195727066	-0.176331589	1	0.006620788	0.016414158	0.938375895	0.014484581	0.032503762
AT1G27520	324.5179354	-0.02698094	-0.635612674	-0.662593614	-0.680764993	0.045152319	0.018171379	1	4.38E-08	1.71E-08	5.94E-09	0.767776858	0.909937033
AT1G27530	685.2950682	-0.00677664	0.711808959	0.705032319	0.732237522	-0.020428564	-0.027205203	1	3.38E-10	7.27E-10	1.75E-10	0.900178653	0.864956101
AT1G27540	422.7582315	-0.083322517	0.792005002	0.708682484	0.360488637	0.431516365	0.348193847	1	6.34E-18	3.69E-14	0.000110456	1.34E-05	0.000705358
AT1G27580	219.7096514	0.067358163	0.715412033	0.782770197	0.282588995	0.432823038	0.500181201	1	2.76E-08	2.99E-09	0.036405585	0.002062967	0.000469283
AT1G27590	153.467413	-0.221128763	-0.611466642	-0.832595405	-0.358786738	-0.252679904	-0.473808667	1	0.000121581	1.36E-07	0.035749431	0.158150548	0.005092807
AT1G27595	513.8844308	-0.053456998	-0.622722593	-0.676179591	-0.165847709	-0.456874884	-0.510331882	1	1.66E-12	3.16E-14	0.095649548	7.12E-07	3.67E-08
AT1G27600	389.9124527	0.172640583	-0.05837312	0.114267463	0.285091393	-0.343464512	-0.17082393	1	0.565729718	0.257522676	0.002936294	0.000438674	0.114413822
AT1G27620	24.15983927	-0.267248761	0.444383907	0.177135146	0.085909943	0.358473964	0.091225202	1	0.234263939	0.658558318	0.845848087	0.395353829	0.846901382
AT1G27630	238.7588397	-0.019374025	0.362247088	0.342873063	-0.202563776	0.564810864	0.545436839	1	0.00621513	0.011414028	0.144755834	2.73E-05	7.69E-05
AT1G27650	728.4818696	0.164178587	0.129250178	0.293428766	0.053073679	0.0761765	0.240355087	1	0.085288145	7.34E-05	0.529002092	0.380201067	0.002483124
AT1G27660	69.28104802	0.022347643	0.398069223	0.420416866	-0.102675562	0.500744785	0.523092428	1	0.040009187	0.035304699	0.636513447	0.013819143	0.01255714
AT1G27670	31.13793571	0.170255805	1.363953594	1.534209399	1.455971597	-0.092018004	0.078237801	1	5.02E-06	7.03E-07	1.56E-06	0.832337556	0.860912753
AT1G27680	114.8867086	-0.223862423	-0.82348668	-1.047349103	-0.582959498	-0.240527182	-0.464389605	1	2.85E-08	1.50E-12	0.000173199	0.143775756	0.002813223
AT1G27690	412.088338	-0.05549599	1.883938462	1.828442472	0.179979874	1.703958587	1.648462597	1	2.00E-85	2.08E-76	0.057075953	8.92E-68	3.22E-60
AT1G27700	169.1518314	-0.153438788	0.838040101	0.684601313	0.234496137	0.603543965	0.450105177	1	6.19E-10	7.29E-07	0.100920237	3.19E-05	0.00284758
AT1G27720	38.1372359	0.188437264	0.122422722	0.310859986	0.553905565	-0.431482843	-0.243045579	1	0.641523513	0.231461726	0.028546252	0.116052551	0.4267786
AT1G27730	3561.466775	-0.49149294	1.173006028	0.681513088	0.324783243	0.848222785	0.356729845	0.561737753	5.30E-13	3.89E-05	0.070096873	5.93E-07	0.052067011
AT1G27740	68.1857195	-0.021403597	1.842486283	1.821082687	1.326866219	0.515620065	0.494216468	1	1.01E-21	5.60E-20	4.65E-13	0.024750964	0.038657389
AT1G27750	344.0274748	0.015025226	-0.022542412	-0.007517186	-0.233161508	0.210619096	0.225644322	1	0.85636473	0.955017871	0.036018126	0.072473167	0.058506247
AT1G27752	475.0778071	0.13846884	0.069193116	0.207661956	0.174368327	-0.105175212	0.033293629	1	0.422752573	0.012356965	0.037184265	0.258273064	0.756735642
AT1G27760	1582.494964	-0.076213379	0.994738415	0.918525035	0.174190514	0.8205479	0.744334521	1	2.27E-12	1.16E-10	0.284940081	2.47E-08	5.49E-07
AT1G27770	4738.545467	-0.170987406	0.462035776	0.29104837	0.682706225	-0.220670448	-0.391657854	1	0.00421763	0.080364892	2.67E-05	0.230866328	0.024406355
AT1G27840	228.2923277	0.031704867	-0.713834467	-0.6821296	-0.709208817	-0.00462565	0.027079216	1	1.54E-10	2.35E-09	2.77E-10	0.976085979	0.857988702
AT1G27850	1144.159428	-0.074365994	0.588673954	0.51430796	0.295183165	0.293490789	0.219124795	1	2.29E-18	5.33E-14	1.98E-05	5.33E-05	0.003676841
AT1G27880	87.92676116	0.049694254	-0.853467003	-0.803772749	-0.947397826	0.093930823	0.143625077	1	1.87E-06	1.22E-05	1.29E-07	0.670596917	0.504741428
AT1G27900	468.461487	-0.052291495	0.173076671	0.120785176	0.23329391	-0.060217239	-0.112508734	1	0.161965029	0.348163599	0.064067178	0.694258698	0.434944473
AT1G27910	885.7106529	0.025774115	0.299862137	0.325636252	-0.090441838	0.390303975	0.41607809	1	0.080459165	0.05755759	0.650610543	0.029624394	0.020518609
AT1G27920	41.22809279	-0.216240334	1.379700483	1.163460149	0.803300154	0.576400329	0.360159995	1	3.93E-08	4.94E-06	0.001227823	0.047910928	0.244878954
AT1G27921	164.9262187	0.066035706	-1.896994098	-1.830958392	-1.105782619	-0.791211479	-0.725175773	1	5.32E-39	2.29E-35	5.77E-13	1.98E-08	5.29E-07
AT1G27930	480.9784584	-0.235031106	0.417732954	0.182701848	-0.102201862	0.519934816	0.28490371	1	0.005032824	0.247550239	0.554027965	0.000762405	0.082963292
AT1G27940	59.33357746	-0.130737179	1.089907447	0.959170268	3.129620659	-2.039713212	-2.170450391	1	4.94E-08	2.55E-06	2.29E-36	1.54E-14	4.31E-16
AT1G27950	3456.447445	0.043284496	0.236159572	0.279444068	0.704385145	-0.468225573	-0.424941077	1	0.029109936	0.009417379	2.01E-11	1.76E-05	0.000120104
AT1G27960	138.1909195	-0.091518615	-1.085167141	-1.176685756	-0.67277569	-0.412391451	-0.503910066	1	2.78E-14	3.24E-16	7.74E-06	0.005919254	0.000765361
AT1G27970	996.6892604	-0.117119642	0.066737292	-0.05038235	-0.084997068	0.15173436	0.034614718	1	0.610507186	0.710423449	0.537805846	0.263265049	0.824830699
AT1G27980	780.2572008	-0.137484489	1.020752082	0.883267593	0.63928816	0.381463922	0.243979434	1	2.39E-21	4.20E-16	5.22E-09	0.001238282	0.049736221
AT1G28010	605.8393032	-0.016779713	-0.186844813	-0.203624526	0.820325926	-1.007170739	-1.023950452	1	0.300002755	0.258332531	1.57E-06	3.86E-09	2.40E-09
AT1G28050	129.2939383	0.106666344	0.451271301	0.557937645	-0.302330312	0.753601614	0.860267958	1	0.012275981	0.002346284	0.102414493	3.51E-05	3.63E-06
AT1G28060	331.0693856	0.215908399	-0.219636802	-0.003728403	-0.405538764	0.185901962	0.40181036	1	0.035793354	0.97719207	7.07E-05	0.097825622	0.000218831
AT1G28070	73.43376685	-0.249729315	2.260849934	2.011120618	0.592434635	1.668415298	1.418685983	1	2.77E-33	2.50E-26	0.00023178	4.26E-17	1.79E-12
AT1G28090	270.2432053	-0.012341941	-0.38778191	-0.40012385	-0.443797733	0.056015823	0.043673883	1	0.000202242	0.000172147	2.31E-05	0.671345262	0.747938548
AT1G28100	165.8518748	0.030675453	0.512131702	0.542807155	0.678770871	-0.166639169	-0.135963716	1	0.002818935	0.001826431	9.33E-05	0.426724958	0.533276253
AT1G28110	296.5349726	-0.049999028	0.213632163	0.163633136	0.164087368	0.049544795	-0.000454233	1	0.170398029	0.309518325	0.325015747	0.804483357	0.998648369
AT1G28120	524.8953604	-0.065081542	0.267071257	0.201989714	0.357211104	-0.090139848	-0.15522139	1	0.001036034	0.016414158	1.30E-05	0.360780708	0.100398237
AT1G28130	689.510026	0.086349449	0.8660895	0.952438949	0.361400863	0.504688637	0.591038086	1	1.24E-07	7.01E-09	0.04039847	0.004419291	0.000813372
AT1G28140	452.0662817	0.000472363	-0.738100569	-0.737628206	-0.131074174	-0.607026395	-0.606554032	1	1.89E-15	4.84E-15	0.229242195	2.68E-10	5.18E-10
AT1G28150	281.1723883	-0.201293217	-0.306855493	-0.50814871	-0.172079795	-0.134775698	-0.336068915	1	0.02875575	0.000214875	0.263677674	0.410784454	0.024470548
AT1G28190	282.8321429	-0.294169374	1.980845565	1.686676192	0.139623492	1.841222074	1.5470527	1	1.33E-54	6.62E-40	0.293231033	1.02E-45	1.96E-32
AT1G28200	571.5813833	-0.01502	0.385828479	0.370808478	0.099986221	0.285842257	0.270822257	1	0.000536852	0.001037857	0.432591681	0.017966816	0.027977958
AT1G28210	72.04202356	0.316237836	-1.156141083	-0.839903247	-0.772392255	-0.383748828	-0.067510992	1	3.07E-10	1.45E-05	6.69E-05	0.050085233	0.782229886
AT1G28230	35.4293292	0.316167249	2.081918845	2.398086094	0.39763989	1.684278955	2.000446204	1	4.92E-11	8.27E-13	0.219996318	4.50E-07	1.19E-08
AT1G28240	694.2149881	0.000103534	-0.228499132	-0.228395598	0.077027466	-0.305526598	-0.305423064	1	0.028875717	0.030895218	0.524164485	0.005121389	0.005676525
AT1G28250	262.0813385	0.008482767	1.0878766	1.096359368	0.21867433	0.86920227	0.877685038	1	3.10E-22	2.03E-21	0.060506732	1.10E-13	2.99E-13
AT1G28260	202.122909	-0.02295285	1.16737172	1.144418871	1.271170457	-0.103798736	-0.126751586	1	4.66E-14	3.56E-13	3.99E-16	0.619943034	0.540002062
AT1G28280	574.7780697	0.100436799	0.752609394	0.853046193	0.367576229	0.385033165	0.485469964	1	1.22E-08	1.49E-10	0.008312416	0.007749425	0.000736052
AT1G28290	381.4348469	-0.115261108	-0.572813468	-0.688074575	-0.56420601	-0.008607458	-0.123868566	1	3.65E-06	2.76E-08	7.72E-06	0.960027737	0.405060818
AT1G28310	192.0470887	0.176208145	1.372829525	1.549037669	0.245458202	1.127371323	1.303579468	1	1.84E-17	1.32E-20	0.156731795	1.86E-11	3.83E-14
AT1G28320	423.4863753	-0.020426929	-0.60505751	-0.625484438	-0.618030883	0.012973373	-0.007453556	1	2.78E-10	1.25E-10	1.61E-10	0.92194896	0.957642307
AT1G28330	1022.193136	-0.081280063	2.467056631	2.385776568	0.364134622	2.102922008	2.021641946	1	5.73E-48	1.62E-44	0.048694639	3.82E-34	2.36E-31
AT1G28340	689.3549002	0.029288152	0.325411227	0.35469938	0.372310146	-0.046898919	-0.017610767	1	2.75E-05	6.99E-06	2.10E-06	0.644575004	0.872833098
AT1G28350	682.5766883	0.085346735	-0.943997247	-0.858650512	-0.466726792	-0.477270456	-0.391923721	1	3.19E-20	1.29E-16	1.56E-05	9.09E-06	0.000398348
AT1G28370	468.3500133	-0.562565017	0.674858241	0.112293224	0.594995153	0.079863088	-0.48270193	0.95964184	0.002512716	0.656935068	0.010380965	0.787785423	0.04847707
AT1G28380	1771.002453	-0.163456352	0.038271803	-0.125184549	0.042076042	-0.003804239	-0.167260591	1	0.821030648	0.43327607	0.820178948	0.98515354	0.328176413
AT1G28390	106.1536529	0.006897139	0.673235469	0.680132608	0.005903875	0.667331595	0.674228734	1	0.000690287	0.000783066	0.982473057	0.001446997	0.001649891
AT1G28395	177.6039796	0.071797766	-1.115119068	-1.043321302	-1.303369842	0.188250774	0.26004854	1	1.92E-15	3.51E-13	8.97E-21	0.224290194	0.090694033
AT1G28400	5578.156104	0.331318253	1.233382003	1.564700256	0.089215464	1.144166539	1.475484792	1	4.93E-12	1.38E-18	0.690541625	4.88E-10	4.72E-16
AT1G28410	208.1089683	0.080964278	-0.270263624	-0.189299346	-0.209217734	-0.06104589	0.019918388	1	0.034358719	0.15970162	0.121658789	0.704126565	0.909197943
AT1G28420	744.3222834	-0.038782473	0.62782213	0.589039657	0.156314357	0.471507773	0.432725299	1	6.70E-13	3.09E-11	0.101100128	2.86E-07	3.88E-06
AT1G28440	1353.072863	-0.038947705	-0.596593984	-0.635541688	-0.46223532	-0.134358664	-0.173306369	1	1.68E-11	9.22E-13	4.04E-07	0.192131385	0.086042577
AT1G28470	116.3692614	0.026255768	2.388570628	2.414826396	1.113239292	1.275331336	1.301587104	1	9.01E-41	9.18E-39	1.11E-11	3.34E-11	6.76E-11
AT1G28490	264.4491408	0.060425217	-0.443807582	-0.383382366	-0.209405165	-0.234402417	-0.173977201	1	0.000363749	0.002731554	0.125791734	0.090213189	0.234058934
AT1G28510	346.2349852	-0.106266711	-0.182379362	-0.288646074	-0.06901859	-0.113360772	-0.219627483	1	0.181453333	0.030767042	0.660210099	0.469512889	0.136113428
AT1G28520	600.252472	-0.204737728	1.482287499	1.27754977	0.646858111	0.835429388	0.630691659	1	1.67E-43	2.72E-32	1.63E-09	1.12E-13	4.20E-08
AT1G28530	89.21737506	0.206185366	-2.313909788	-2.107724422	-1.64470301	-0.669206778	-0.463021412	1	2.34E-31	3.00E-25	1.98E-15	0.000369849	0.020805271
AT1G28540	111.3965619	-0.023285737	0.418574735	0.395288999	0.296072787	0.122501948	0.099216211	1	0.004546171	0.009434203	0.05262376	0.503852477	0.606201258
AT1G28560	55.92244551	0.031197911	-0.185289777	-0.154091866	-0.031530629	-0.153759148	-0.122561238	1	0.372417552	0.478939793	0.900266658	0.515537781	0.623122375
AT1G28570	276.0784451	-0.151220934	2.726518851	2.575297917	1.73651735	0.990001501	0.838780567	1	3.36E-102	1.42E-88	4.28E-50	1.10E-12	4.17E-09
AT1G28580	1234.632167	0.159057214	1.425213349	1.584270563	1.102741911	0.322471438	0.481528652	1	2.43E-52	1.08E-62	8.09E-32	0.001981975	2.73E-06
AT1G28600	1840.312901	-0.194287836	0.511407131	0.317119295	0.078494214	0.432912917	0.238625081	1	1.03E-07	0.001265713	0.490094653	1.70E-05	0.025152688
AT1G28610	98.03186226	-0.000243046	-0.010796939	-0.011039985	0.009669938	-0.020466878	-0.020709923	1	0.963189184	0.963691438	0.970147111	0.940412661	0.941976083
AT1G28640	27.08192536	0.261580225	0.043945678	0.305525902	0.345169573	-0.301223895	-0.039643671	1	0.912755093	0.426690571	0.380071888	0.473629453	0.937352635
AT1G28660	643.2738459	-0.118182882	0.630283818	0.512100936	0.786985446	-0.156701628	-0.27488451	1	7.46E-07	7.34E-05	9.52E-10	0.305537836	0.058465914
AT1G28670	745.2790386	0.012693772	0.258022837	0.270716609	0.61839154	-0.360368703	-0.347674931	1	0.019969073	0.015470329	1.44E-08	0.001934688	0.00320909
AT1G28680	448.51139	-0.025922605	-0.60912803	-0.635050635	-0.234523666	-0.374604363	-0.400526969	1	1.79E-10	5.00E-11	0.024644963	0.000213842	9.04E-05
AT1G28685	29.7013156	0.177732313	-0.510586884	-0.332854572	-0.643942859	0.133355974	0.311088287	1	0.057507336	0.250838775	0.01638835	0.679462141	0.311568873
AT1G28690	37.27282888	-0.445250685	-0.119320563	-0.564571249	-0.885847229	0.766526666	0.321275981	1	0.677840284	0.028210047	0.000279143	0.002807817	0.246087944
AT1G28710	125.7430356	0.027073212	-1.49181809	-1.464744878	-1.267887212	-0.223930879	-0.196857666	1	1.66E-23	6.39E-22	9.09E-17	0.157871108	0.234576936
AT1G28760	90.38863099	-0.158535943	0.794434356	0.635898414	-0.177369164	0.97180352	0.813267578	1	1.32E-05	0.000658088	0.363247237	2.02E-07	2.31E-05
AT1G28960	366.789413	0.007107808	0.867062811	0.874170619	0.591478759	0.275584052	0.28269186	1	4.08E-22	2.31E-21	3.07E-11	0.006968064	0.007037344
AT1G29020	33.87813517	0.103054036	-3.162663367	-3.05960933	-1.26760008	-1.895063287	-1.792009251	1	1.27E-25	1.88E-23	0.000270897	7.38E-13	3.64E-11
AT1G29025	344.4932061	-0.116683442	-1.015937092	-1.132620533	-0.565380862	-0.450556229	-0.567239671	1	1.02E-14	8.07E-18	4.46E-05	0.001261379	4.12E-05
AT1G29030	143.9546906	0.28570477	-0.880088255	-0.594383485	-0.886173039	0.006084784	0.291789554	1	1.97E-09	0.000119382	2.18E-09	0.97601272	0.077883006
AT1G29040	288.1012118	-0.056120979	0.720716469	0.664595489	0.74220604	-0.021489572	-0.077610551	1	2.47E-10	1.04E-08	9.61E-11	0.897542106	0.612040081
AT1G29050	326.8762619	-0.047247898	-0.025065362	-0.07231326	0.13006716	-0.155132521	-0.202380419	1	0.839869294	0.547909303	0.275856304	0.207725232	0.096578975
AT1G29060	160.2128499	-0.216077826	0.477327132	0.261249305	0.196198762	0.28112837	0.065050544	1	0.001343714	0.092890963	0.224190719	0.093541329	0.739453577
AT1G29070	2480.431206	-0.070970881	-1.312029083	-1.382999964	-0.671124833	-0.640904251	-0.711875132	1	7.92E-19	9.66E-21	1.50E-05	4.58E-05	5.29E-06
AT1G29090	78.70351396	-0.082841321	0.732824807	0.649983486	1.748349336	-1.015524529	-1.09836585	1	0.054140921	0.091853514	3.76E-06	0.012154844	0.006594043
AT1G29120	606.4741964	-0.295176252	0.617064065	0.321887813	0.206833329	0.410230736	0.115054484	1	2.02E-06	0.016601917	0.147843649	0.003385324	0.473141616
AT1G29150	1822.278744	-0.093644741	0.339425008	0.245780266	0.133984389	0.205440618	0.111795877	1	0.002440324	0.032117502	0.284311109	0.098259023	0.402988446
AT1G29160	39.81024701	0.399856709	-0.207708817	0.192147892	-0.706822088	0.499113271	0.898969979	1	0.418636151	0.487953065	0.002391251	0.044503447	0.00039957
AT1G29170	324.6577236	0.144171383	-0.697644492	-0.553473108	0.10097052	-0.798615012	-0.654443628	1	1.28E-08	1.09E-05	0.501281173	3.12E-10	5.65E-07
AT1G29195	48.11717225	-0.506062888	2.328698215	1.822635328	1.383796585	0.944901631	0.438838743	1	2.56E-23	1.53E-15	6.80E-11	0.000423312	0.118987348
AT1G29200	25.81226503	0.081274771	1.471887228	1.553161999	1.052365828	0.4195214	0.500796171	1	3.84E-08	3.19E-08	4.97E-05	0.207848065	0.14464683
AT1G29220	180.4773587	0.085300083	-0.377777037	-0.292476954	-0.063717235	-0.314059803	-0.228759719	1	0.007322857	0.045923253	0.712298505	0.039825508	0.159117451
AT1G29230	25.95384148	-0.069326315	1.065948038	0.996621723	0.450787228	0.61516081	0.545834495	1	0.000150896	0.00058111	0.115862985	0.054666267	0.101450483
AT1G29240	81.75383947	-0.070227322	0.587511942	0.51728462	0.030278503	0.557233439	0.487006117	1	0.016470967	0.038863553	0.92241391	0.034261745	0.072072219
AT1G29250	498.2588855	-0.092408698	-0.547642184	-0.640050881	-0.513640092	-0.034002091	-0.126410789	1	0.00122744	0.00015186	0.003381348	0.882877291	0.542672215
AT1G29260	195.4520773	-0.028498028	0.281818089	0.253320062	0.030025823	0.251792266	0.223294238	1	0.023969204	0.049129223	0.844708915	0.064367627	0.114722356
AT1G29280	325.260555	0.208729761	-0.648644888	-0.439915126	-0.231225052	-0.417419836	-0.208690075	1	2.72E-09	0.000107584	0.055493552	0.00030535	0.100751175
AT1G29290	70.94307369	0.077023746	2.696304629	2.773328375	1.551007161	1.145297468	1.222321214	1	4.75E-31	3.35E-30	4.09E-13	9.55E-06	5.42E-06
AT1G29300	234.9065867	-0.166676007	1.630458329	1.463782321	0.416046913	1.214411416	1.047735409	1	5.55E-20	3.99E-16	0.026029893	6.27E-11	2.90E-08
AT1G29310	639.9465218	-0.059335729	-0.158467737	-0.217803466	0.076624975	-0.235092711	-0.29442844	1	0.111555509	0.027290358	0.494042026	0.023754125	0.00425936
AT1G29320	235.300222	0.090215915	-1.814744231	-1.724528316	-1.327893502	-0.486850729	-0.396634813	1	1.43E-28	1.97E-25	3.21E-15	0.004501356	0.025339514
AT1G29330	262.8980226	-0.211629571	0.544746774	0.333117203	0.521497967	0.023248807	-0.188380764	1	2.63E-06	0.00531897	9.14E-06	0.889147594	0.17430549
AT1G29340	1695.282136	-0.003767568	1.176384902	1.172617334	1.003980915	0.172403987	0.168636419	1	9.68E-28	2.54E-27	3.53E-20	0.177267649	0.191971702
AT1G29350	1912.815905	0.103585819	0.075325722	0.178911541	-0.093158954	0.168484676	0.272070494	1	0.334019588	0.016239143	0.246847139	0.03200333	0.000359096
AT1G29357	122.1523543	0.156015873	-0.426083917	-0.270068043	-0.275315233	-0.150768684	0.00524719	1	0.010576671	0.126727764	0.124714458	0.442376633	0.982989047
AT1G29370	1904.233555	0.070086101	0.10077476	0.17086086	-0.069224532	0.169999292	0.240085393	1	0.197748932	0.025304381	0.413501087	0.034768652	0.002347051
AT1G29380	64.97114695	-0.068829219	-0.035743447	-0.104572665	-0.083737228	0.047993782	-0.020835437	1	0.897076009	0.7038933	0.775319275	0.882534701	0.951663613
AT1G29390	307.2139688	-0.225080442	0.629992234	0.404911792	0.253296296	0.376695937	0.151615496	1	0.000109997	0.015626569	0.154065705	0.036099274	0.447449347
AT1G29395	107.4550142	-0.544278431	1.664954441	1.12067601	0.343201173	1.321753268	0.777474837	1	2.67E-07	0.000622045	0.347785165	0.000111017	0.029681426
AT1G29400	1776.302081	-0.185317145	1.745159773	1.559842628	0.785751514	0.95940826	0.774091114	1	1.00E-55	1.56E-44	3.64E-12	7.14E-17	3.26E-11
AT1G29410	44.86188905	-0.202063586	-0.613187171	-0.815250757	-0.945479381	0.33229221	0.130228624	1	0.006816248	0.000295977	1.59E-05	0.163010224	0.624449099
AT1G29418	217.2516677	0.125621302	-2.479088567	-2.353467265	-1.449431838	-1.029656729	-0.904035427	1	3.73E-62	8.32E-55	2.33E-20	2.15E-13	3.13E-10
AT1G29430	56.98345295	0.327462313	-1.499712914	-1.1722506	-0.35990044	-1.139812474	-0.81235016	1	1.55E-09	5.04E-06	0.221944547	9.25E-06	0.002809877
AT1G29440	53.50762605	0.291470741	-1.026715853	-0.735245112	-0.314784745	-0.711931107	-0.420460366	1	8.66E-05	0.007088799	0.300072003	0.010902106	0.167298115
AT1G29450	35.17688545	0.384612808	-0.243234309	0.141378499	-0.111985204	-0.131249105	0.253363703	1	0.526155241	0.730838666	0.798320122	0.77493109	0.564902091
AT1G29465	89.70732439	0.051138685	-0.932430924	-0.881292239	-0.321607512	-0.610823413	-0.559684728	1	3.73E-08	3.92E-07	0.095058929	0.000608024	0.002399409
AT1G29470	3136.221105	-0.027741721	-0.579967222	-0.607708943	-0.541444509	-0.038522713	-0.066264434	1	5.85E-12	6.10E-13	2.80E-10	0.732249211	0.532235713
