gene	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT4G27290	2	3	2	15	24	16
AT4G27300	119	176	212	404	446	362
AT4G27310	1343	1404	1245	1316	1503	1260
AT4G27320	345	374	293	327	407	346
AT4G27330	0	0	0	0	0	0
AT4G27340	399	373	309	333	410	358
AT4G27350	52	57	43	32	30	39
AT4G27360	0	1	0	6	5	2
AT4G27370	257	282	280	223	388	253
AT4G27380	356	333	248	193	280	255
AT4G27390	594	523	699	447	506	480
AT4G27400	0	0	0	0	0	0
AT4G27410	37	43	62	114	111	99
AT4G27415	0	0	0	0	0	0
AT4G27420	0	0	0	0	0	0
AT4G27430	5336	5591	5260	5179	6129	5656
AT4G27435	86	95	79	46	64	59
AT4G27440	37290	37659	41406	26775	30197	29512
AT4G27450	158	238	217	282	397	178
AT4G27460	3	2	3	6	2	4
AT4G27470	93	83	87	89	86	115
AT4G27480	3	14	10	15	9	13
AT4G27490	121	125	105	75	88	61
AT4G27500	3301	3651	3526	2763	3157	3036
AT4G27510	31	28	31	18	18	11
AT4G27520	2436	2914	3038	1688	2135	2306
AT4G27530	0	0	0	0	0	1
AT4G27540	133	116	149	113	158	147
AT4G27550	0	0	0	0	0	0
AT4G27560	263	236	243	174	208	208
AT4G27565	0	0	0	0	0	0
AT4G27570	0	0	0	0	0	0
AT4G27580	2	0	0	2	2	3
AT4G27585	426	387	386	237	333	284
AT4G27590	5	8	4	2	8	2
AT4G27595	1192	1130	1169	780	1170	932
AT4G27600	2259	2423	2494	1648	1976	1619
AT4G27610	467	431	476	388	443	413
AT4G27620	366	418	404	336	414	412
AT4G27630	99	132	127	131	198	130
AT4G27640	1112	1258	1237	872	1090	1017
AT4G27650	584	605	596	592	763	648
AT4G27652	20	10	14	15	11	11
AT4G27654	0	0	0	3	0	1
AT4G27657	14	8	12	10	12	9
AT4G27660	20	24	12	20	20	14
AT4G27670	0	0	0	0	0	0
AT4G27680	321	310	459	257	261	270
AT4G27690	213	243	291	173	224	184
AT4G27700	6320	5420	5389	6429	7192	6449
AT4G27710	1844	2118	2246	2699	3052	2785
AT4G27720	1327	1306	1405	1066	1107	1043
AT4G27730	67	81	74	50	57	48
AT4G27740	155	169	246	205	211	207
AT4G27745	157	146	150	149	148	144
AT4G27750	211	227	227	180	252	202
AT4G27760	510	446	452	503	572	470
AT4G27765	0	0	0	1	0	0
AT4G27780	82	70	90	120	85	98
AT4G27790	1	2	0	0	0	1
AT4G27800	4619	5496	5565	5243	6323	6080
AT4G27810	19	3	12	5	4	3
AT4G27820	810	909	1107	2183	3112	2931
AT4G27830	351	413	578	756	1000	827
AT4G27840	224	237	297	204	287	255
AT4G27845	0	0	0	0	0	0
AT4G27850	1	0	0	1	3	0
AT4G27852	16	21	22	48	29	57
AT4G27860	5	17	7	14	13	13
AT4G27870	1150	1333	1128	1042	1242	1173
AT4G27880	264	220	320	232	253	218
AT4G27890	0	0	0	0	0	0
AT4G27900	234	245	276	182	259	208
AT4G27910	330	327	372	294	341	283
AT4G27920	0	0	1	0	2	0
AT4G27940	73	81	100	71	118	67
AT4G27950	102	79	83	61	65	58
AT4G27960	1474	1367	1616	1158	1102	931
AT4G27970	4	4	18	7	3	1
AT4G27980	1	3	1	1	2	1
AT4G27990	246	324	292	344	424	436
AT4G28000	0	0	0	0	0	0
AT4G28005	0	0	0	1	0	0
AT4G28010	159	156	195	176	200	161
AT4G28020	64	59	50	43	64	41
AT4G28025	2314	2144	1867	1895	2041	1693
AT4G28030	1148	1351	1121	1342	1540	1322
AT4G28040	2	4	6	12	8	6
AT4G28050	269	262	314	299	334	275
AT4G28060	598	549	404	393	370	369
AT4G28068	0	0	0	0	0	0
AT4G28070	82	88	92	104	120	92
AT4G28080	20639	24784	25532	19284	24863	21325
AT4G28085	0	1	0	4	0	0
AT4G28088	0	0	0	0	0	0
AT4G28090	0	0	0	0	0	0
AT4G28100	126	106	122	105	119	95
AT4G28110	0	0	0	0	0	0
AT4G28130	0	0	0	0	0	0
AT4G28140	12	15	10	6	18	10
AT4G28150	52	60	53	35	48	53
AT4G28160	2	0	1	0	3	0
AT4G28162	62	74	77	105	119	116
AT4G28170	0	1	1	0	0	0
AT4G28180	58	53	33	58	34	60
AT4G28190	141	198	201	243	157	166
AT4G28200	824	843	801	570	768	701
AT4G28210	829	719	756	521	556	415
AT4G28220	567	521	570	335	356	312
AT4G28230	115	101	120	92	119	81
AT4G28240	386	466	669	434	541	496
AT4G28250	208	196	148	121	171	114
AT4G28260	665	755	832	1147	1502	1351
AT4G28270	84	131	149	233	260	213
AT4G28280	4	1	2	4	3	2
AT4G28290	64	72	81	103	134	125
AT4G28300	234	399	410	369	453	418
AT4G28310	320	267	167	181	158	143
AT4G28320	100	92	121	90	73	77
AT4G28330	12	7	10	7	16	3
AT4G28340	1	1	1	0	0	0
AT4G28350	51	44	71	89	124	110
AT4G28360	738	623	523	413	435	366
AT4G28362	0	0	0	0	0	0
AT4G28365	0	0	2	0	0	0
AT4G28370	240	312	316	256	301	312
AT4G28380	0	3	3	0	0	0
AT4G28390	89	111	132	131	151	116
AT4G28395	0	0	0	0	0	0
AT4G28397	0	0	0	0	0	0
AT4G28400	360	415	404	350	508	417
AT4G28405	0	0	0	0	0	0
AT4G28410	0	0	0	2	0	0
AT4G28420	1	0	5	0	0	2
AT4G28430	26	34	20	20	30	25
AT4G28440	230	252	238	187	231	204
AT4G28450	340	343	333	208	280	176
AT4G28460	0	0	0	0	0	0
AT4G28470	1126	1264	1389	1079	1424	1191
AT4G28480	579	561	502	464	541	462
AT4G28485	0	2	0	0	0	0
AT4G28490	84	114	137	97	117	110
AT4G28500	20	28	31	13	19	19
AT4G28510	366	389	379	256	326	245
AT4G28520	0	0	0	0	0	0
AT4G28530	1	1	0	1	0	0
AT4G28540	829	996	983	1021	1288	1205
AT4G28550	100	106	109	103	100	98
AT4G28556	2	1	4	4	6	6
AT4G28560	14	12	10	10	30	10
AT4G28570	476	539	611	501	733	566
AT4G28580	1	0	0	0	0	0
AT4G28590	146	131	130	76	95	79
AT4G28600	777	880	860	900	1079	1023
AT4G28610	1157	1400	1689	1305	1558	1338
AT4G28620	0	0	0	0	0	0
AT4G28630	595	705	824	592	651	658
AT4G28640	282	299	306	219	277	229
AT4G28650	12	9	4	5	13	9
AT4G28652	107	117	122	218	274	258
AT4G28660	5555	4599	4016	3826	3893	2871
AT4G28670	0	0	0	0	0	0
AT4G28680	7	4	3	0	2	1
AT4G28690	64	54	64	70	40	45
AT4G28700	5	17	14	18	28	24
AT4G28703	1	2	0	1	4	2
AT4G28706	1073	1162	1280	1466	1640	1450
AT4G28710	840	1117	1185	1154	1580	1474
AT4G28720	41	62	56	28	32	24
AT4G28730	651	632	626	536	615	545
AT4G28740	711	693	878	791	973	760
AT4G28750	13427	11925	15885	11440	12965	10374
AT4G28755	105	82	182	82	92	54
AT4G28760	1184	1323	1439	1007	1404	1210
AT4G28770	446	494	607	416	523	492
AT4G28775	0	0	1	1	1	0
AT4G28780	1106	1021	981	628	603	504
AT4G28790	3	2	6	21	17	11
AT4G28800	0	0	0	0	0	0
AT4G28811	0	0	0	0	1	0
AT4G28815	0	0	0	0	0	0
AT4G28820	43	38	49	32	45	51
AT4G28830	207	183	192	200	212	161
AT4G28840	3	2	1	3	0	1
AT4G28850	0	2	0	0	0	0
AT4G28860	808	923	1019	981	1125	953
AT4G28870	0	0	0	0	0	0
AT4G28880	990	883	1146	1431	1715	1618
AT4G28890	1	0	0	0	0	0
AT4G28910	725	661	766	582	745	719
AT4G28920	0	0	0	0	0	0
AT4G28930	0	0	0	0	0	0
AT4G28940	0	0	0	0	0	0
AT4G28950	18	30	19	19	17	11
AT4G28980	597	718	746	534	696	659
AT4G28990	116	110	90	98	79	88
AT4G29000	333	344	320	268	297	211
AT4G29010	4090	4872	5256	4554	5418	5226
AT4G29020	834	382	294	168	246	88
AT4G29030	2	0	0	0	1	0
AT4G29033	0	0	0	0	0	0
AT4G29035	0	0	0	0	0	0
AT4G29037	0	0	0	0	0	0
AT4G29040	1493	1572	1715	1321	1567	1550
AT4G29050	72	83	110	109	117	99
AT4G29060	24562	25828	23303	16742	21388	17972
AT4G29070	800	754	941	748	932	837
AT4G29080	276	316	258	172	209	160
AT4G29090	0	0	0	0	0	0
AT4G29100	372	502	456	326	425	419
AT4G29103	0	0	0	0	0	0
AT4G29110	59	88	96	125	185	168
AT4G29120	328	372	391	226	310	274
AT4G29130	827	906	1025	791	904	771
AT4G29140	95	143	147	107	121	120
AT4G29150	2	1	0	0	0	0
AT4G29160	1128	1097	1039	1012	1050	1086
AT4G29170	76	73	76	62	77	46
AT4G29180	1	4	2	1	2	3
AT4G29190	536	644	657	765	937	830
AT4G29200	0	0	0	0	0	0
AT4G29210	346	389	453	509	628	518
AT4G29220	1069	1319	1569	1116	1285	1202
AT4G29230	79	82	67	58	54	54
AT4G29240	44	42	56	13	18	25
AT4G29250	0	0	4	0	0	1
AT4G29260	369	368	365	358	326	281
AT4G29270	22	21	7	4	6	2
AT4G29273	0	0	0	0	0	0
AT4G29280	0	0	0	0	0	0
AT4G29283	0	0	0	0	0	0
AT4G29285	0	0	0	0	0	0
AT4G29290	0	0	0	0	0	0
AT4G29300	0	0	0	0	0	0
AT4G29305	0	0	0	0	0	0
AT4G29310	434	430	452	472	363	339
AT4G29330	371	380	358	358	394	349
AT4G29340	0	2	0	0	1	0
AT4G29350	1399	1376	1404	1405	1584	1317
AT4G29360	145	154	181	88	132	75
AT4G29370	0	0	0	0	0	0
AT4G29380	595	735	799	725	813	669
AT4G29390	912	662	517	512	597	479
AT4G29400	486	425	339	254	331	257
AT4G29410	1338	997	755	694	704	507
AT4G29420	136	138	192	131	149	138
AT4G29430	168	198	158	123	135	99
AT4G29440	446	486	567	348	471	464
AT4G29450	0	0	0	0	0	0
AT4G29460	0	0	0	0	0	0
AT4G29470	0	3	2	2	3	1
AT4G29480	2123	1918	1790	1580	1631	1299
AT4G29490	828	832	989	869	1052	991
AT4G29510	732	596	557	390	514	410
AT4G29520	504	457	349	267	348	218
AT4G29530	67	70	72	101	82	87
AT4G29540	34	27	35	76	69	42
AT4G29548	0	0	0	0	0	1
AT4G29550	4	4	11	3	2	2
AT4G29560	37	65	67	54	55	39
AT4G29570	0	0	0	0	1	0
AT4G29580	0	0	0	0	0	1
AT4G29590	864	1011	1212	1044	1121	1110
AT4G29600	0	1	0	0	1	2
AT4G29610	134	125	130	112	116	154
AT4G29620	0	0	0	0	0	0
AT4G29630	0	0	0	0	0	0
AT4G29640	0	0	0	0	0	0
AT4G29650	0	2	1	1	0	0
AT4G29654	0	0	0	0	0	0
AT4G29658	0	0	0	0	0	0
AT4G29660	121	122	105	90	117	78
AT4G29670	1388	1319	1510	1211	1347	1223
AT4G29680	490	542	550	419	429	426
AT4G29690	0	1	0	1	1	0
AT4G29700	21	25	21	35	36	27
AT4G29710	1	0	0	1	0	1
AT4G29720	1125	1113	1082	931	1186	997
AT4G29730	99	119	106	63	98	44
AT4G29735	382	372	272	310	366	271
AT4G29740	166	162	114	115	143	96
AT4G29750	1695	1724	1671	1199	1726	1417
AT4G29760	6	1	3	1	3	3
AT4G29770	3	2	4	0	1	2
AT4G29780	26	37	22	49	44	31
AT4G29790	911	984	1174	912	1079	1090
AT4G29800	3	16	7	18	22	8
AT4G29810	528	567	554	422	493	451
AT4G29820	97	61	89	82	113	108
AT4G29830	237	316	339	241	219	195
AT4G29840	1937	2125	2431	1374	1609	1492
AT4G29850	4	1	1	8	4	2
AT4G29860	98	105	102	170	188	178
AT4G29870	77	71	84	71	78	74
AT4G29880	0	0	0	0	0	2
AT4G29890	209	297	326	305	341	274
AT4G29900	870	1043	1255	997	1403	1173
AT4G29905	2037	2025	1639	2128	2315	1982
AT4G29910	270	243	325	153	233	234
AT4G29920	122	155	141	60	84	81
AT4G29930	7	2	4	2	0	3
AT4G29940	310	319	310	280	417	412
AT4G29950	891	1041	1095	1043	1218	1006
AT4G29960	225	264	274	195	226	186
AT4G29970	0	0	0	0	0	0
AT4G29980	0	0	0	0	0	0
AT4G29990	38	52	71	69	62	57
AT4G30000	343	322	381	306	369	313
AT4G30010	755	610	610	531	619	464
AT4G30020	3137	3509	3601	2452	2976	2775
AT4G30030	0	0	0	0	1	0
AT4G30040	0	0	0	0	0	0
AT4G30050	0	0	0	0	0	0
AT4G30060	147	202	161	164	171	160
AT4G30064	0	0	0	0	0	0
AT4G30067	0	0	0	0	0	0
AT4G30070	0	0	0	0	0	0
AT4G30074	0	0	0	0	0	0
AT4G30080	219	251	341	216	264	253
AT4G30090	12	18	13	8	14	15
AT4G30097	1	0	0	0	0	2
AT4G30100	1670	1871	2168	2293	2865	2635
AT4G30110	452	585	629	642	758	767
AT4G30120	6	4	14	33	29	32
AT4G30130	37	20	38	9	19	15
AT4G30140	0	0	0	0	0	0
AT4G30150	483	555	561	259	384	319
AT4G30160	2501	2511	2625	2245	2984	2671
AT4G30170	1	0	4	1	0	1
AT4G30180	18	16	11	11	8	8
AT4G30190	6353	6504	6769	4042	5152	4527
AT4G30200	1087	1118	1343	960	1189	1019
AT4G30210	2437	2569	2772	2303	2635	2493
AT4G30220	1170	1050	657	654	824	652
AT4G30230	39	49	20	21	23	14
AT4G30240	287	382	400	290	352	355
AT4G30250	9	15	3	5	3	3
AT4G30260	363	357	420	342	404	351
AT4G30270	185	383	329	684	446	414
AT4G30280	0	1	0	8	5	2
AT4G30290	20	21	26	12	12	10
AT4G30300	0	0	0	0	0	0
AT4G30310	1342	1335	1587	1438	1595	1577
AT4G30320	1	0	0	1	2	1
AT4G30330	226	235	169	167	184	145
AT4G30340	321	329	336	268	325	256
AT4G30350	555	579	763	366	479	389
AT4G30360	520	540	643	494	676	562
AT4G30370	10	12	10	12	18	10
AT4G30380	0	0	0	0	0	0
AT4G30390	50	48	57	46	98	73
AT4G30400	357	394	350	311	371	317
AT4G30410	169	168	195	187	223	168
AT4G30420	0	0	0	0	0	0
AT4G30430	0	1	1	5	1	2
AT4G30440	1215	1267	1375	1362	1068	1039
AT4G30450	44	66	60	23	21	29
AT4G30460	25	47	27	32	25	22
AT4G30470	104	141	126	140	139	118
AT4G30480	546	449	355	429	461	437
AT4G30490	455	560	640	403	493	439
AT4G30500	82	52	69	36	46	40
AT4G30510	85	108	137	101	77	92
AT4G30520	172	161	220	164	174	172
AT4G30530	2078	2141	2408	2700	2616	2535
AT4G30540	0	0	0	0	0	0
AT4G30550	773	774	863	805	819	806
AT4G30560	170	160	240	215	215	157
AT4G30570	95	85	81	83	123	93
AT4G30580	1650	1595	1588	1614	1955	1684
AT4G30590	0	0	0	0	0	0
AT4G30600	1392	1782	1996	1402	1787	1604
AT4G30610	456	436	549	339	337	199
AT4G30620	1210	1274	1154	868	1019	861
AT4G30630	232	283	252	333	371	356
AT4G30640	1	2	4	4	7	2
AT4G30650	1231	1101	1262	876	1033	1270
AT4G30660	1966	2087	1668	1706	1784	1909
AT4G30662	5	2	10	5	3	6
AT4G30670	2	1	0	3	1	1
AT4G30680	70	75	86	142	155	139
AT4G30690	2236	2578	2591	2327	3057	2660
AT4G30700	64	69	77	44	68	55
AT4G30710	520	604	724	439	537	494
AT4G30720	1412	1347	1688	1388	1761	1383
AT4G30730	0	1	0	0	0	0
AT4G30740	0	2	0	0	0	0
AT4G30750	512	549	634	422	583	487
AT4G30760	398	309	317	308	383	295
AT4G30770	0	0	0	0	0	0
AT4G30780	441	479	487	436	518	473
AT4G30790	1092	1396	1622	1014	1300	1271
AT4G30800	155	157	120	71	80	53
AT4G30810	755	813	982	805	931	813
AT4G30820	174	167	149	174	217	185
AT4G30825	1954	2071	2572	1315	1725	1462
AT4G30830	23	14	14	16	19	15
AT4G30840	106	109	116	73	73	61
AT4G30845	51	54	53	33	44	36
AT4G30850	43	45	41	48	35	24
AT4G30860	61	73	77	47	59	38
AT4G30870	88	96	103	81	127	81
AT4G30872	0	0	0	0	0	0
AT4G30880	0	0	0	4	2	1
AT4G30890	906	922	969	824	1033	927
AT4G30900	169	211	247	334	431	461
AT4G30910	345	347	330	244	285	270
AT4G30920	2248	2407	2619	1677	1893	1606
AT4G30930	241	223	180	144	193	133
AT4G30935	378	393	337	287	323	350
AT4G30940	190	228	330	202	269	249
AT4G30950	7728	8064	8574	6173	6817	5973
AT4G30960	3373	4383	4774	10363	12388	10824
AT4G30970	0	0	0	0	0	0
AT4G30972	0	0	0	0	0	0
AT4G30975	44	33	37	17	19	21
AT4G30980	25	24	18	20	21	17
AT4G30990	1909	1775	1835	1009	1411	992
AT4G30993	1347	1370	1471	1784	1971	1909
AT4G30996	528	436	499	378	385	316
AT4G31000	203	223	238	215	200	183
AT4G31010	242	215	247	169	194	161
AT4G31020	5	1	4	0	4	2
AT4G31030	0	0	0	0	0	0
AT4G31040	2481	2881	3234	3181	3864	3578
AT4G31050	315	375	420	341	441	433
AT4G31060	86	76	92	109	94	92
AT4G31070	65	66	58	76	96	93
AT4G31073	0	0	0	0	6	0
AT4G31075	0	0	0	0	0	0
AT4G31080	725	848	724	634	883	802
AT4G31100	3	2	7	23	12	32
AT4G31110	7	10	5	8	12	5
AT4G31115	424	431	497	629	818	735
AT4G31120	359	337	372	199	281	196
AT4G31130	297	289	351	266	322	256
AT4G31140	288	314	316	262	248	250
AT4G31150	148	153	156	171	189	177
AT4G31160	1307	1459	1575	1099	1414	1256
AT4G31170	1211	1611	1505	1427	1647	1558
AT4G31180	1170	1343	1311	888	1052	884
AT4G31196	0	0	0	0	0	0
AT4G31200	207	228	194	162	197	188
AT4G31210	1639	1525	1560	782	1132	830
AT4G31230	6	4	6	6	10	14
AT4G31240	105	112	132	108	153	137
AT4G31248	14	11	14	11	48	34
AT4G31250	173	192	192	214	260	262
AT4G31260	0	0	0	0	0	0
AT4G31265	0	0	0	0	0	0
AT4G31270	138	145	140	87	132	117
AT4G31280	0	0	0	0	0	0
AT4G31290	902	916	765	429	530	387
AT4G31300	1071	1005	986	922	979	796
AT4G31310	604	465	459	571	551	494
AT4G31320	0	0	0	0	0	0
AT4G31330	12	17	13	17	6	5
AT4G31340	1473	1420	1348	1202	1452	1180
AT4G31350	266	281	348	292	381	277
AT4G31351	22	29	43	26	33	31
AT4G31354	27	38	35	33	35	38
AT4G31355	0	0	0	0	1	0
AT4G31360	93	120	82	54	74	44
AT4G31370	0	1	0	2	1	0
AT4G31380	2	0	4	0	0	0
AT4G31390	761	943	1293	1090	1187	1094
AT4G31398	4	10	14	12	7	7
AT4G31400	65	78	88	74	64	54
AT4G31405	10	6	18	8	10	4
AT4G31408	84	93	100	93	89	84
AT4G31410	423	435	497	355	459	407
AT4G31420	325	339	359	321	365	346
AT4G31430	374	403	354	272	303	290
AT4G31440	48	62	86	62	76	85
AT4G31441	1	6	3	3	3	6
AT4G31450	684	805	900	833	1079	972
AT4G31460	311	254	190	230	247	241
AT4G31470	1	1	1	0	2	1
AT4G31480	2541	2793	2929	2040	2474	2219
AT4G31490	2387	2474	2914	1763	2077	1964
AT4G31500	1539	1777	1988	1848	2105	2548
AT4G31510	252	220	288	232	231	249
AT4G31520	9	10	10	22	14	15
AT4G31530	1738	1986	2340	1781	2022	1808
AT4G31540	447	542	593	429	540	505
AT4G31550	413	436	505	566	609	552
AT4G31560	776	719	800	812	937	910
AT4G31570	2536	2962	3468	2518	3836	3385
AT4G31580	499	529	486	438	426	438
AT4G31590	1325	1257	1449	778	943	785
AT4G31600	155	154	171	151	125	136
AT4G31610	0	0	0	0	0	0
AT4G31615	2	6	5	2	1	1
AT4G31620	12	14	19	12	18	15
AT4G31630	0	0	0	0	0	0
AT4G31640	0	0	0	2	0	0
AT4G31650	139	173	172	145	185	191
AT4G31660	0	0	0	0	0	0
AT4G31670	201	226	254	232	219	214
AT4G31680	4	2	0	0	0	1
AT4G31685	0	0	0	0	0	0
AT4G31690	0	0	0	0	0	0
AT4G31700	7379	5461	4339	3365	3504	2455
AT4G31710	0	0	0	0	0	0
AT4G31715	0	0	0	0	0	0
AT4G31720	555	514	504	540	579	455
AT4G31730	21	19	8	8	15	11
AT4G31740	3	0	1	2	1	0
AT4G31750	203	209	229	172	232	205
AT4G31760	0	1	0	1	0	0
AT4G31770	192	173	199	123	151	106
AT4G31780	1814	1835	2007	2096	2306	2093
AT4G31790	463	359	372	226	327	239
AT4G31800	58	93	91	124	162	140
AT4G31805	48	24	20	11	17	5
AT4G31810	214	192	188	126	164	115
AT4G31820	1483	1958	2102	1203	1465	1569
AT4G31830	0	0	0	0	0	0
AT4G31840	61	58	46	28	34	25
AT4G31850	3214	3463	3460	2784	3729	3023
AT4G31860	400	425	552	430	516	478
AT4G31870	77	89	111	276	238	174
AT4G31875	3	2	3	0	0	7
AT4G31877	0	0	0	0	0	0
AT4G31880	1294	1324	1286	1055	1266	1150
AT4G31890	168	226	215	216	203	189
AT4G31900	0	0	1	0	0	0
AT4G31910	19	26	23	1	5	6
AT4G31920	246	292	399	247	328	285
AT4G31930	106	88	62	74	76	69
AT4G31940	0	0	1	0	0	0
AT4G31950	0	0	0	0	0	0
AT4G31960	0	0	0	1	0	0
AT4G31970	0	0	0	0	0	0
AT4G31980	183	215	183	184	209	176
AT4G31985	1029	789	650	481	389	282
AT4G31990	3558	3620	4011	3343	3591	2904
AT4G32000	116	142	119	72	108	96
AT4G32010	396	489	516	392	493	460
AT4G32020	1668	1933	2089	1672	1804	1792
AT4G32030	236	253	285	217	248	225
AT4G32040	319	408	389	417	529	556
AT4G32050	224	233	305	187	218	202
AT4G32060	2725	2940	3243	3257	4414	3783
AT4G32070	507	606	547	347	513	493
AT4G32080	0	0	0	0	0	0
AT4G32090	0	0	0	0	0	0
AT4G32100	0	0	0	0	0	0
AT4G32105	0	0	0	0	0	0
AT4G32110	0	0	0	0	0	0
AT4G32120	269	254	289	299	349	293
AT4G32130	731	734	1163	710	843	670
AT4G32140	200	241	273	272	339	303
AT4G32150	392	466	538	409	528	483
AT4G32160	521	558	649	535	634	714
AT4G32170	0	0	0	0	0	0
AT4G32175	156	118	99	84	90	83
AT4G32180	963	1111	1409	822	1049	953
AT4G32190	1795	1968	1936	1786	2279	2051
AT4G32200	52	55	59	37	62	37
AT4G32208	0	0	0	2	3	0
AT4G32210	1630	1009	1219	1115	978	899
AT4G32230	0	0	0	0	0	0
AT4G32240	394	382	412	942	1098	952
AT4G32250	421	501	624	426	482	437
AT4G32260	19066	19285	15936	15158	16676	14877
AT4G32270	194	209	153	365	443	422
AT4G32272	158	170	181	152	192	174
AT4G32280	596	695	704	327	461	333
AT4G32285	1665	1850	1754	1419	1593	1494
AT4G32290	185	220	271	89	124	131
AT4G32295	70	84	70	63	65	56
AT4G32300	722	836	969	755	885	723
AT4G32320	495	412	379	595	566	499
AT4G32330	3259	3642	3749	3305	3934	3478
AT4G32340	1341	1353	1126	1402	1775	1934
AT4G32342	4	2	1	0	1	2
AT4G32350	328	402	445	426	613	544
AT4G32360	250	270	277	332	385	392
AT4G32370	0	0	0	0	0	0
AT4G32375	0	0	0	0	0	0
AT4G32380	0	0	0	0	0	0
AT4G32390	808	927	894	713	881	833
AT4G32400	383	434	494	281	355	296
AT4G32410	5808	7060	7067	5838	6743	6589
AT4G32420	1400	1365	1331	1442	1826	1644
AT4G32430	50	71	92	50	59	55
AT4G32440	456	464	556	460	528	539
AT4G32445	0	0	0	0	0	1
AT4G32450	139	199	203	146	195	179
AT4G32460	191	111	171	67	62	67
AT4G32470	916	928	1175	891	872	735
AT4G32480	91	96	82	253	153	166
AT4G32490	0	0	0	0	0	0
AT4G32500	2	0	0	0	0	0
AT4G32510	4	3	6	4	2	1
AT4G32520	1262	1269	1412	834	995	841
AT4G32530	914	967	942	715	782	771
AT4G32535	0	0	0	2	1	0
AT4G32540	0	0	0	0	0	0
AT4G32551	1175	1470	1707	1056	1395	1289
AT4G32560	192	235	222	171	221	203
AT4G32570	1353	1393	1403	1186	1469	1328
AT4G32580	0	0	0	0	0	0
AT4G32590	2082	1980	1757	1578	1743	1460
AT4G32600	785	963	1114	1087	1290	1202
AT4G32605	194	170	121	100	144	106
AT4G32610	730	706	666	499	664	561
AT4G32620	1699	2076	2335	1633	2044	1987
AT4G32630	1	0	0	0	1	0
AT4G32640	811	997	1216	871	1146	1063
AT4G32650	21	33	36	17	22	27
AT4G32660	606	642	675	790	955	784
AT4G32670	95	101	113	80	96	90
AT4G32680	132	125	159	121	115	95
AT4G32690	105	111	151	70	72	67
AT4G32700	555	527	655	398	460	411
AT4G32710	130	159	179	134	138	113
AT4G32714	0	0	0	0	0	0
AT4G32717	0	0	0	0	0	0
AT4G32720	1006	829	785	543	719	567
AT4G32730	337	370	466	316	355	343
AT4G32750	108	131	132	105	157	128
AT4G32760	1536	1698	1488	1625	1853	1929
AT4G32770	744	880	974	1114	1152	992
AT4G32780	11	14	7	13	11	8
AT4G32790	294	310	300	378	359	333
AT4G32800	132	161	117	107	75	69
AT4G32810	2	3	5	4	3	3
AT4G32820	903	1095	1078	937	1247	1184
AT4G32830	66	114	67	53	60	33
AT4G32840	163	180	206	129	150	122
AT4G32850	1505	1700	2142	1627	2053	1822
AT4G32860	2	0	1	0	1	0
AT4G32870	46	59	58	43	49	43
AT4G32880	343	464	415	281	352	385
AT4G32890	167	199	144	122	127	144
AT4G32900	427	435	362	423	556	404
AT4G32910	452	513	557	378	507	422
AT4G32915	681	583	487	320	395	296
AT4G32920	156	206	255	132	215	186
AT4G32930	351	347	303	306	397	354
AT4G32940	674	911	1222	1113	1507	1327
AT4G32950	12	13	17	9	9	7
AT4G32960	208	197	200	179	162	132
AT4G32970	139	155	135	176	213	200
AT4G32980	557	543	746	799	870	696
AT4G32990	31	43	32	51	92	76
AT4G33000	527	532	646	630	692	612
AT4G33010	21573	25173	31645	26415	31234	26356
AT4G33020	0	0	0	0	0	0
AT4G33030	1922	1923	2257	1487	1727	1427
AT4G33040	3	3	3	9	17	11
AT4G33050	248	313	361	370	527	339
AT4G33060	611	662	681	670	831	752
AT4G33070	2	1	2	4	3	4
AT4G33080	533	598	655	476	664	550
AT4G33090	3697	4168	5083	3491	4137	3833
AT4G33100	46	54	57	45	63	56
AT4G33110	1764	1522	1706	1471	1671	1417
AT4G33120	1	0	0	0	0	0
AT4G33130	17	16	19	19	14	12
AT4G33140	167	138	168	133	147	135
AT4G33145	0	0	0	0	0	0
AT4G33150	181	194	142	171	195	179
AT4G33160	73	84	75	35	53	44
AT4G33170	54	61	52	33	34	42
AT4G33180	171	188	169	175	246	211
AT4G33200	1231	1315	1284	1091	1279	1098
AT4G33210	839	980	1215	828	1058	995
AT4G33220	2620	3494	4110	3484	4160	3828
AT4G33230	0	0	0	0	0	2
AT4G33240	1438	1681	1986	1379	1687	1660
AT4G33250	985	1019	983	699	775	629
AT4G33260	118	110	127	70	79	54
AT4G33270	213	198	217	94	117	103
AT4G33280	20	13	17	13	13	5
AT4G33290	0	0	0	1	0	0
AT4G33300	706	900	1100	798	1157	1165
AT4G33310	0	0	0	0	0	0
AT4G33320	0	0	0	0	0	0
AT4G33330	29	37	24	16	23	20
AT4G33350	1227	1170	1170	752	804	679
AT4G33355	0	0	0	0	0	0
AT4G33360	282	295	352	220	255	234
AT4G33370	1	2	0	2	2	2
AT4G33380	1108	1108	1294	1253	1513	1321
AT4G33390	7	4	11	8	1	8
AT4G33400	255	232	188	158	169	156
AT4G33410	286	283	369	256	284	253
AT4G33420	40	31	22	17	9	15
AT4G33430	719	926	921	819	909	901
AT4G33440	91	102	79	98	88	72
AT4G33450	0	0	0	0	0	0
AT4G33460	501	513	394	381	411	383
AT4G33465	0	0	0	1	0	0
AT4G33467	57	90	65	127	161	222
AT4G33470	1030	1148	1325	2201	2545	2283
