TXNAME	GENEID
KQK88403	SETIT_040464mg
KQK88405	SETIT_036930mg
KQK88407	SETIT_037917mg
KQK88406	SETIT_037917mg
KQK88408	SETIT_034260mg
KQK88416	SETIT_040504mg
KQK88417	SETIT_040504mg
KQK88420	SETIT_036082mg
KQK88423	SETIT_039309mg
KQK88424	SETIT_034798mg
KQK88429	SETIT_037170mg
KQK88430	SETIT_039418mg
KQK88433	SETIT_034103mg
KQK88436	SETIT_039048mg
KQK88437	SETIT_040541mg
KQK88438	SETIT_039986mg
KQK88444	SETIT_034091mg
KQK88445	SETIT_035638mg
KQK88453	SETIT_034747mg
KQK88454	SETIT_039409mg
KQK88461	SETIT_038638mg
KQK88463	SETIT_040708mg
KQK88464	SETIT_035107mg
ENSRNA050012037-T1	ENSRNA050012037
KQK88465	SETIT_034527mg
KQK88466	SETIT_039887mg
KQK88469	SETIT_036384mg
KQK88470	SETIT_035600mg
KQK88471	SETIT_034272mg
KQK88472	SETIT_034272mg
KQK88473	SETIT_036524mg
KQK88474	SETIT_038361mg
KQK88475	SETIT_034377mg
KQK88476	SETIT_035349mg
KQK88480	SETIT_039774mg
KQK88481	SETIT_038112mg
KQK88484	SETIT_039240mg
KQK88485	SETIT_034542mg
KQK88487	SETIT_035205mg
KQK88488	SETIT_036836mg
KQK88490	SETIT_037227mg
KQK88491	SETIT_037227mg
KQK88493	SETIT_036824mg
KQK88494	SETIT_034189mg
KQK88495	SETIT_035321mg
KQK88496	SETIT_039892mg
KQK88497	SETIT_036234mg
KQK88499	SETIT_035576mg
KQK88500	SETIT_033934mg
KQK88501	SETIT_033934mg
KQK88503	SETIT_036672mg
KQK88504	SETIT_040743mg
KQK88506	SETIT_036689mg
KQK88507	SETIT_040763mg
KQK88508	SETIT_036698mg
KQK88509	SETIT_036702mg
KQK88510	SETIT_036130mg
KQK88511	SETIT_036130mg
KQK88512	SETIT_036754mg
KQK88514	SETIT_039169mg
KQK88515	SETIT_038549mg
KQK88517	SETIT_034148mg
KQK88518	SETIT_034148mg
KQK88516	SETIT_040447mg
KQK88519	SETIT_039840mg
KQK88522	SETIT_040098mg
KQK88532	SETIT_034316mg
KQK88533	SETIT_034316mg
KQK88531	SETIT_034316mg
KQK88536	SETIT_039656mg
ENSRNA050012045-T1	ENSRNA050012045
KQK88538	SETIT_040255mg
KQK88541	SETIT_035849mg
KQK88540	SETIT_035849mg
KQK88544	SETIT_035904mg
KQK88546	SETIT_037080mg
KQK88547	SETIT_034593mg
KQK88550	SETIT_040396mg
KQK88555	SETIT_040188mg
KQK88557	SETIT_037365mg
KQK88558	SETIT_039189mg
KQK88559	SETIT_040054mg
KQK88560	SETIT_039607mg
KQK88561	SETIT_039022mg
KQK88562	SETIT_037381mg
KQK88563	SETIT_038944mg
KQK88564	SETIT_040484mg
KQK88568	SETIT_039463mg
KQK88569	SETIT_038185mg
KQK88572	SETIT_040794mg
KQK88574	SETIT_039336mg
KQK88575	SETIT_039221mg
KQK88576	SETIT_040040mg
KQK88577	SETIT_039757mg
KQK88578	SETIT_040066mg
KQK88579	SETIT_039476mg
KQK88585	SETIT_039109mg
KQK88586	SETIT_039788mg
KQK88590	SETIT_040125mg
KQK88591	SETIT_039702mg
KQK88592	SETIT_039124mg
KQK88596	SETIT_038975mg
KQK88597	SETIT_039553mg
KQK88599	SETIT_038713mg
KQK88603	SETIT_038542mg
KQK88604	SETIT_033955mg
KQK88605	SETIT_033955mg
KQK88606	SETIT_040483mg
KQK88608	SETIT_036629mg
KQK88609	SETIT_039214mg
KQK88610	SETIT_036044mg
KQK88614	SETIT_034972mg
KQK88615	SETIT_040164mg
KQK88618	SETIT_037117mg
KQK88617	SETIT_037117mg
KQK88619	SETIT_037950mg
KQK88621	SETIT_039180mg
KQK88623	SETIT_037314mg
KQK88625	SETIT_038215mg
KQK88627	SETIT_034230mg
KQK88626	SETIT_034230mg
KQK88628	SETIT_038108mg
KQK88630	SETIT_040684mg
KQK88633	SETIT_039134mg
KQK88634	SETIT_039428mg
KQK88636	SETIT_040309mg
KQK88637	SETIT_036321mg
KQK88640	SETIT_034474mg
KQK88642	SETIT_034474mg
KQK88643	SETIT_034474mg
KQK88639	SETIT_034474mg
KQK88641	SETIT_034474mg
KQK88648	SETIT_036105mg
KQK88650	SETIT_034311mg
KQK88652	SETIT_039982mg
KQK88656	SETIT_038227mg
KQK88657	SETIT_035175mg
KQK88659	SETIT_034629mg
KQK88660	SETIT_034629mg
KQK88658	SETIT_034629mg
KQK88661	SETIT_034648mg
KQK88662	SETIT_039062mg
KQK88670	SETIT_038919mg
KQK88672	SETIT_035426mg
KQK88673	SETIT_037424mg
KQK88674	SETIT_038576mg
KQK88680	SETIT_039349mg
KQK88681	SETIT_039883mg
KQK88685	SETIT_034254mg
KQK88686	SETIT_034525mg
KQK88688	SETIT_034357mg
KQK88689	SETIT_034357mg
KQK88690	SETIT_034357mg
KQK88691	SETIT_040507mg
KQK88692	SETIT_036228mg
KQK88694	SETIT_036228mg
KQK88693	SETIT_036228mg
KQK88695	SETIT_038097mg
KQK88696	SETIT_038097mg
KQK88698	SETIT_0375382mg
KQK88699	SETIT_0375381mg
KQK88700	SETIT_038403mg
KQK88701	SETIT_040646mg
KQK88702	SETIT_039582mg
KQK88703	SETIT_040565mg
KQK88705	SETIT_037086mg
KQK88706	SETIT_040462mg
KQK88708	SETIT_040638mg
KQK88710	SETIT_036536mg
KQK88711	SETIT_036679mg
KQK88712	SETIT_040006mg
KQK88714	SETIT_036779mg
KQK88718	SETIT_036548mg
KQK88721	SETIT_036550mg
KQK88720	SETIT_036550mg
KQK88725	SETIT_034081mg
KQK88726	SETIT_036835mg
KQK88729	SETIT_034737mg
KQK88728	SETIT_034737mg
KQK88731	SETIT_033971mg
KQK88734	SETIT_035063mg
KQK88736	SETIT_035447mg
KQK88737	SETIT_038615mg
KQK88738	SETIT_036919mg
KQK88740	SETIT_036622mg
KQK88741	SETIT_040525mg
KQK88746	SETIT_033897mg
KQK88745	SETIT_033897mg
KQK88748	SETIT_033866mg
KQK88747	SETIT_033866mg
KQK88751	SETIT_035586mg
KQK88752	SETIT_035365mg
KQK88762	SETIT_038525mg
KQK88763	SETIT_038168mg
KQK88764	SETIT_038168mg
KQK88767	SETIT_039351mg
KQK88768	SETIT_038766mg
KQK88770	SETIT_035708mg
KQK88769	SETIT_035708mg
KQK88771	SETIT_035708mg
KQK88772	SETIT_039199mg
KQK88774	SETIT_039962mg
KQK88775	SETIT_034741mg
KQK88776	SETIT_034583mg
KQK88779	SETIT_039690mg
KQK88780	SETIT_033953mg
KQK88782	SETIT_034547mg
KQK88783	SETIT_034020mg
KQK88784	SETIT_037504mg
KQK88785	SETIT_036047mg
KQK88787	SETIT_038268mg
KQK88789	SETIT_040313mg
KQK88790	SETIT_038331mg
KQK88791	SETIT_040475mg
KQK88792	SETIT_040299mg
KQK88793	SETIT_040576mg
KQK88797	SETIT_035901mg
KQK88800	SETIT_037331mg
KQK88802	SETIT_038390mg
KQK88803	SETIT_039303mg
KQK88805	SETIT_035044mg
KQK88806	SETIT_040395mg
KQK88818	SETIT_038351mg
KQK88822	SETIT_040632mg
KQK88824	SETIT_039320mg
KQK88827	SETIT_036305mg
KQK88828	SETIT_034887mg
KQK88829	SETIT_035351mg
KQK88830	SETIT_040621mg
KQK88831	SETIT_040158mg
KQK88833	SETIT_037143mg
KQK88832	SETIT_037143mg
KQK88834	SETIT_037143mg
KQK88839	SETIT_039123mg
KQK88840	SETIT_038964mg
KQK88843	SETIT_038425mg
KQK88844	SETIT_040230mg
KQK88846	SETIT_035822mg
KQK88847	SETIT_034060mg
KQK88848	SETIT_035587mg
KQK88850	SETIT_036694mg
KQK88853	SETIT_036356mg
KQK88855	SETIT_039766mg
KQK88854	SETIT_040425mg
KQK88857	SETIT_039861mg
KQK88867	SETIT_034245mg
KQK88868	SETIT_034625mg
KQK88869	SETIT_036233mg
KQK88870	SETIT_039816mg
KQK88873	SETIT_039868mg
KQK88878	SETIT_034966mg
KQK88879	SETIT_039959mg
KQK88880	SETIT_038560mg
KQK88881	SETIT_038771mg
KQK88882	SETIT_038535mg
KQK88883	SETIT_034242mg
KQK88884	SETIT_038972mg
KQK88886	SETIT_040081mg
KQK88887	SETIT_039984mg
KQK88890	SETIT_039489mg
KQK88891	SETIT_039724mg
KQK88893	SETIT_038161mg
KQK88894	SETIT_038190mg
KQK88895	SETIT_034872mg
KQK88896	SETIT_034734mg
KQK88906	SETIT_035855mg
KQK88907	SETIT_034886mg
KQK88908	SETIT_038928mg
KQK88909	SETIT_039881mg
KQK88910	SETIT_038249mg
KQK88912	SETIT_040782mg
KQK88911	SETIT_040748mg
KQK88913	SETIT_039750mg
KQK88914	SETIT_038338mg
KQK88915	SETIT_034186mg
KQK88918	SETIT_039136mg
KQK88919	SETIT_034292mg
KQK88920	SETIT_034292mg
KQK88921	SETIT_039316mg
KQK88925	SETIT_038872mg
KQK88926	SETIT_034482mg
KQK88927	SETIT_034512mg
KQK88928	SETIT_037585mg
KQK88929	SETIT_037585mg
KQK88931	SETIT_037585mg
KQK88930	SETIT_037585mg
KQK88934	SETIT_036320mg
KQK88936	SETIT_038803mg
KQK88937	SETIT_035378mg
KQK88941	SETIT_035051mg
KQK88945	SETIT_039002mg
KQK88946	SETIT_039707mg
KQK88947	SETIT_037172mg
KQK88948	SETIT_039935mg
KQK88949	SETIT_039294mg
KQK88953	SETIT_039020mg
KQK88954	SETIT_040008mg
KQK88955	SETIT_038248mg
KQK88956	SETIT_038289mg
KQK88959	SETIT_037068mg
KQK88961	SETIT_039380mg
KQK88962	SETIT_038857mg
KQK88963	SETIT_037243mg
KQK88964	SETIT_034299mg
KQK88965	SETIT_038863mg
KQK88970	SETIT_040241mg
KQK88971	SETIT_0359352mg
KQK88972	SETIT_0359351mg
KQK88973	SETIT_035502mg
KQK88975	SETIT_034232mg
KQK88976	SETIT_0344662mg
KQK88977	SETIT_0344661mg
KQK88978	SETIT_037123mg
KQK88982	SETIT_038575mg
KQK88983	SETIT_034147mg
KQK88987	SETIT_037074mg
KQK88986	SETIT_037074mg
KQK88988	SETIT_037905mg
KQK88989	SETIT_038720mg
KQK88990	SETIT_038590mg
KQK88991	SETIT_039917mg
KQK88993	SETIT_038596mg
KQK88995	SETIT_038269mg
KQK88997	SETIT_039291mg
KQK89000	SETIT_040655mg
KQK89002	SETIT_039433mg
KQK89003	SETIT_039408mg
KQK89007	SETIT_040601mg
KQK89008	SETIT_039055mg
KQK89011	SETIT_040310mg
KQK89012	SETIT_036003mg
KQK89013	SETIT_036304mg
KQK89015	SETIT_039562mg
KQK89016	SETIT_037589mg
KQK89017	SETIT_037589mg
KQK89018	SETIT_037589mg
KQK89020	SETIT_037447mg
KQK89021	SETIT_040581mg
KQK89022	SETIT_035010mg
KQK89023	SETIT_035010mg
KQK89024	SETIT_035010mg
KQK89025	SETIT_035010mg
KQK89029	SETIT_035847mg
KQK89031	SETIT_038383mg
KQK89033	SETIT_035770mg
KQK89034	SETIT_035760mg
KQK89035	SETIT_039683mg
KQK89036	SETIT_034477mg
KQK89037	SETIT_034477mg
KQK89038	SETIT_040759mg
KQK89039	SETIT_037359mg
KQK89040	SETIT_037719mg
KQK89044	SETIT_037719mg
KQK89042	SETIT_037719mg
KQK89041	SETIT_037719mg
KQK89043	SETIT_037719mg
KQK89046	SETIT_036406mg
KQK89048	SETIT_036406mg
KQK89047	SETIT_036406mg
KQK89050	SETIT_039139mg
KQK89051	SETIT_037154mg
KQK89052	SETIT_037571mg
KQK89053	SETIT_034449mg
KQK89054	SETIT_039312mg
KQK89061	SETIT_035579mg
KQK89063	SETIT_035579mg
KQK89062	SETIT_035579mg
KQK89064	SETIT_040267mg
KQK89065	SETIT_038745mg
KQK89066	SETIT_034155mg
KQK89069	SETIT_039599mg
KQK89070	SETIT_039304mg
KQK89071	SETIT_037796mg
KQK89073	SETIT_037628mg
KQK89072	SETIT_037628mg
KQK89075	SETIT_037548mg
KQK89077	SETIT_040283mg
KQK89082	SETIT_036062mg
KQK89084	SETIT_036128mg
KQK89085	SETIT_033888mg
KQK89086	SETIT_038042mg
KQK89087	SETIT_039966mg
KQK89088	SETIT_034066mg
KQK89089	SETIT_038867mg
KQK89091	SETIT_039793mg
KQK89092	SETIT_036596mg
KQK89093	SETIT_039451mg
KQK89094	SETIT_039751mg
KQK89098	SETIT_035438mg
KQK89101	SETIT_038662mg
KQK89108	SETIT_040266mg
KQK89110	SETIT_038322mg
KQK89112	SETIT_034446mg
ENSRNA049910721-T1	ENSRNA049910721
KQK89114	SETIT_040130mg
KQK89116	SETIT_035025mg
KQK89117	SETIT_039651mg
KQK89123	SETIT_038834mg
KQK89124	SETIT_038392mg
KQK89125	SETIT_035721mg
KQK89126	SETIT_035721mg
KQK89132	SETIT_039019mg
KQK89135	SETIT_040131mg
KQK89139	SETIT_039445mg
KQK89141	SETIT_038421mg
KQK89142	SETIT_035152mg
KQK89143	SETIT_037582mg
KQK89144	SETIT_035831mg
KQK89145	SETIT_040709mg
KQK89146	SETIT_035787mg
KQK89147	SETIT_035204mg
KQK89150	SETIT_036641mg
KQK89151	SETIT_0381292mg
KQK89152	SETIT_0381291mg
KQK89154	SETIT_039670mg
KQK89155	SETIT_036093mg
KQK89156	SETIT_040682mg
KQK89160	SETIT_036803mg
KQK89161	SETIT_036803mg
KQK89165	SETIT_038573mg
KQK89166	SETIT_038705mg
KQK89167	SETIT_039319mg
KQK89169	SETIT_033945mg
KQK89170	SETIT_034736mg
KQK89173	SETIT_034736mg
KQK89171	SETIT_034736mg
KQK89172	SETIT_034736mg
KQK89177	SETIT_035268mg
KQK89178	SETIT_039154mg
KQK89184	SETIT_036510mg
KQK89185	SETIT_040269mg
KQK89189	SETIT_040211mg
KQK89190	SETIT_034973mg
KQK89191	SETIT_038240mg
KQK89194	SETIT_035227mg
KQK89195	SETIT_035227mg
KQK89198	SETIT_035121mg
KQK89200	SETIT_039729mg
KQK89202	SETIT_040539mg
KQK89203	SETIT_036802mg
KQK89207	SETIT_040183mg
KQK89208	SETIT_034050mg
KQK89211	SETIT_039405mg
KQK89212	SETIT_038736mg
KQK89213	SETIT_038782mg
KQK89214	SETIT_036264mg
KQK89215	SETIT_040051mg
KQK89216	SETIT_036314mg
KQK89217	SETIT_039929mg
KQK89218	SETIT_038594mg
KQK89221	SETIT_039611mg
KQK89225	SETIT_039274mg
KQK89226	SETIT_038358mg
KQK89227	SETIT_038441mg
KQK89229	SETIT_034846mg
KQK89230	SETIT_034560mg
KQK89232	SETIT_038617mg
KQK89240	SETIT_039849mg
KQK89242	SETIT_037356mg
KQK89244	SETIT_037455mg
KQK89245	SETIT_038653mg
KQK89247	SETIT_034701mg
KQK89248	SETIT_039436mg
KQK89249	SETIT_039503mg
KQK89250	SETIT_034888mg
KQK89251	SETIT_034888mg
KQK89252	SETIT_034888mg
KQK89253	SETIT_036377mg
KQK89254	SETIT_036377mg
KQK89255	SETIT_036923mg
KQK89256	SETIT_038509mg
KQK89257	SETIT_034046mg
KQK89258	SETIT_034046mg
KQK89259	SETIT_039027mg
ENSRNA049910720-T1	ENSRNA049910720
KQK89261	SETIT_039531mg
KQK89262	SETIT_036893mg
KQK89263	SETIT_037777mg
KQK89265	SETIT_039382mg
ENSRNA049910717-T1	ENSRNA049910717
KQK89272	SETIT_035595mg
KQK89276	SETIT_039028mg
KQK89277	SETIT_039764mg
KQK89283	SETIT_040265mg
KQK89284	SETIT_038999mg
KQK89285	SETIT_040365mg
KQK89287	SETIT_040755mg
KQK89290	SETIT_039273mg
KQK89291	SETIT_038319mg
KQK89292	SETIT_037658mg
KQK89294	SETIT_039254mg
KQK89298	SETIT_035485mg
KQK89297	SETIT_035485mg
KQK89299	SETIT_040448mg
KQK89300	SETIT_035290mg
KQK89301	SETIT_039534mg
KQK89302	SETIT_033837mg
KQK89307	SETIT_039829mg
KQK89310	SETIT_039211mg
KQK89313	SETIT_038757mg
KQK89315	SETIT_038416mg
KQK89317	SETIT_035028mg
KQK89321	SETIT_039948mg
KQK89324	SETIT_038708mg
KQK89327	SETIT_039671mg
KQK89331	SETIT_036310mg
KQK89332	SETIT_036505mg
KQK89335	SETIT_040244mg
KQK89336	SETIT_035293mg
KQK89337	SETIT_038244mg
KQK89338	SETIT_035839mg
KQK89349	SETIT_040005mg
KQK89350	SETIT_039235mg
KQK89351	SETIT_034831mg
KQK89353	SETIT_037730mg
KQK89354	SETIT_040586mg
KQK89356	SETIT_037875mg
KQK89358	SETIT_039130mg
KQK89359	SETIT_038105mg
KQK89360	SETIT_037876mg
KQK89364	SETIT_039017mg
KQK89366	SETIT_039586mg
KQK89367	SETIT_039560mg
KQK89371	SETIT_038495mg
KQK89372	SETIT_038354mg
KQK89374	SETIT_037726mg
KQK89375	SETIT_038976mg
KQK89378	SETIT_039845mg
KQK89379	SETIT_034285mg
KQK89380	SETIT_034285mg
KQK89383	SETIT_040556mg
KQK89384	SETIT_036383mg
KQK89385	SETIT_038410mg
KQK89386	SETIT_036395mg
KQK89387	SETIT_037838mg
KQK89391	SETIT_038823mg
KQK89392	SETIT_040173mg
KQK89393	SETIT_035881mg
KQK89394	SETIT_035699mg
KQK89395	SETIT_039352mg
KQK89398	SETIT_035004mg
KQK89400	SETIT_035004mg
KQK89402	SETIT_035004mg
KQK89399	SETIT_035004mg
KQK89401	SETIT_035004mg
KQK89397	SETIT_035004mg
KQK89396	SETIT_035004mg
KQK89403	SETIT_039517mg
KQK89404	SETIT_038601mg
KQK89405	SETIT_039659mg
KQK89407	SETIT_040343mg
KQK89410	SETIT_039537mg
KQK89413	SETIT_038935mg
KQK89414	SETIT_039937mg
KQK89415	SETIT_038113mg
KQK89416	SETIT_038092mg
KQK89417	SETIT_035663mg
KQK89421	SETIT_034475mg
KQK89423	SETIT_039229mg
KQK89424	SETIT_038350mg
KQK89425	SETIT_034043mg
KQK89427	SETIT_040119mg
KQK89434	SETIT_039697mg
KQK89435	SETIT_036171mg
KQK89437	SETIT_040648mg
KQK89440	SETIT_040039mg
KQK89441	SETIT_038616mg
KQK89442	SETIT_037360mg
KQK89443	SETIT_034510mg
KQK89448	SETIT_039469mg
KQK89449	SETIT_040318mg
KQK89455	SETIT_036315mg
KQK89457	SETIT_036315mg
KQK89454	SETIT_036315mg
KQK89456	SETIT_036315mg
KQK89458	SETIT_036315mg
KQK89459	SETIT_039296mg
KQK89460	SETIT_039008mg
KQK89462	SETIT_038375mg
KQK89463	SETIT_039981mg
KQK89464	SETIT_039396mg
KQK89465	SETIT_034531mg
KQK89469	SETIT_037688mg
KQK89468	SETIT_037688mg
KQK89470	SETIT_038815mg
KQK89471	SETIT_034012mg
KQK89481	SETIT_037193mg
KQK89482	SETIT_037193mg
KQK89484	SETIT_040492mg
KQK89492	SETIT_039318mg
KQK89494	SETIT_034995mg
KQK89499	SETIT_036516mg
KQK89500	SETIT_036516mg
KQK89503	SETIT_037723mg
KQK89505	SETIT_039239mg
KQK89506	SETIT_035412mg
KQK89511	SETIT_039241mg
KQK89512	SETIT_038090mg
KQK89513	SETIT_039041mg
KQK89514	SETIT_039515mg
KQK89515	SETIT_039406mg
KQK89516	SETIT_039391mg
KQK89517	SETIT_039777mg
KQK89518	SETIT_038106mg
KQK89519	SETIT_037860mg
KQK89520	SETIT_035069mg
KQK89521	SETIT_038604mg
KQK89524	SETIT_038866mg
KQK89526	SETIT_035356mg
KQK89528	SETIT_040041mg
KQK89529	SETIT_038578mg
KQK89530	SETIT_037750mg
KQK89531	SETIT_036028mg
KQK89532	SETIT_039155mg
KQK89533	SETIT_036222mg
KQK89535	SETIT_039138mg
KQK89543	SETIT_038548mg
KQK89544	SETIT_038407mg
KQK89546	SETIT_034352mg
KQK89547	SETIT_034352mg
KQK89548	SETIT_033963mg
KQK89551	SETIT_040346mg
KQK89552	SETIT_037738mg
KQK89555	SETIT_038665mg
KQK89558	SETIT_039676mg
KQK89559	SETIT_039401mg
KQK89561	SETIT_039575mg
KQK89562	SETIT_034925mg
KQK89564	SETIT_036336mg
KQK89563	SETIT_036336mg
KQK89565	SETIT_037526mg
KQK89566	SETIT_038711mg
KQK89567	SETIT_040203mg
KQK89568	SETIT_040120mg
KQK89569	SETIT_036108mg
KQK89570	SETIT_036108mg
KQK89571	SETIT_038896mg
KQK89574	SETIT_035406mg
KQK89575	SETIT_038743mg
KQK89576	SETIT_035545mg
KQK89578	SETIT_038667mg
KQK89581	SETIT_039262mg
KQK89584	SETIT_035837mg
KQK89585	SETIT_034905mg
KQK89586	SETIT_034905mg
KQK89588	SETIT_039383mg
KQK89590	SETIT_039100mg
KQK89595	SETIT_037219mg
KQK89598	SETIT_038480mg
KQK89601	SETIT_037837mg
KQK89600	SETIT_037837mg
KQK89602	SETIT_037840mg
KQK89604	SETIT_038899mg
KQK89607	SETIT_036298mg
KQK89614	SETIT_039591mg
KQK89615	SETIT_038856mg
KQK89616	SETIT_039485mg
KQK89619	SETIT_039836mg
KQK89620	SETIT_037130mg
KQK89623	SETIT_040193mg
KQK89626	SETIT_034008mg
KQK89642	SETIT_038869mg
KQK89644	SETIT_038891mg
KQK89645	SETIT_034120mg
KQK89650	SETIT_038546mg
KQK89651	SETIT_036648mg
KQK89652	SETIT_040435mg
KQK89653	SETIT_039706mg
KQK89655	SETIT_039903mg
KQK89656	SETIT_039818mg
KQK89667	SETIT_039393mg
KQK89668	SETIT_036673mg
KQK89672	SETIT_038452mg
KQK89673	SETIT_034114mg
KQK89676	SETIT_039066mg
KQK89677	SETIT_035927mg
KQK89678	SETIT_035927mg
KQK89683	SETIT_038033mg
KQK89684	SETIT_040143mg
KQK89685	SETIT_038255mg
KQK89687	SETIT_038923mg
KQK89688	SETIT_040552mg
KQK89690	SETIT_038054mg
KQK89691	SETIT_036697mg
KQK89692	SETIT_039265mg
KQK89696	SETIT_039007mg
KQK89702	SETIT_033931mg
KQK89703	SETIT_036477mg
KQK89704	SETIT_033849mg
KQK89705	SETIT_033849mg
KQK89706	SETIT_033849mg
KQK89707	SETIT_034420mg
KQK89708	SETIT_038780mg
KQK89709	SETIT_0348742mg
KQK89710	SETIT_0348741mg
KQK89712	SETIT_036887mg
KQK89716	SETIT_038661mg
KQK89717	SETIT_037619mg
KQK89718	SETIT_034780mg
KQK89719	SETIT_034780mg
KQK89720	SETIT_034923mg
KQK89722	SETIT_038537mg
KQK89734	SETIT_035273mg
KQK89736	SETIT_033974mg
KQK89737	SETIT_038688mg
KQK89738	SETIT_036020mg
KQK89739	SETIT_035674mg
KQK89741	SETIT_035674mg
KQK89740	SETIT_035674mg
KQK89744	SETIT_036144mg
KQK89745	SETIT_034241mg
KQK89750	SETIT_039053mg
KQK89751	SETIT_034129mg
KQK89754	SETIT_036554mg
KQK89756	SETIT_034207mg
KQK89758	SETIT_039369mg
KQK89763	SETIT_038184mg
KQK89762	SETIT_038184mg
KQK89767	SETIT_036120mg
KQK89769	SETIT_039961mg
KQK89770	SETIT_039584mg
KQK89774	SETIT_040085mg
KQK89777	SETIT_038994mg
ENSRNA049910715-T1	ENSRNA049910715
KQK89778	SETIT_039973mg
KQK89782	SETIT_039052mg
KQK89783	SETIT_036911mg
KQK89787	SETIT_037805mg
KQK89789	SETIT_040434mg
KQK89794	SETIT_037529mg
KQK89797	SETIT_037453mg
KQK89798	SETIT_037453mg
KQK89799	SETIT_035679mg
KQK89812	SETIT_035079mg
KQK89813	SETIT_035079mg
ENSRNA049910712-T1	ENSRNA049910712
KQK89814	SETIT_0399682mg
KQK89815	SETIT_0399681mg
KQK89818	SETIT_038345mg
KQK89817	SETIT_038345mg
KQK89819	SETIT_036254mg
KQK89820	SETIT_036301mg
KQK89822	SETIT_035300mg
KQK89823	SETIT_035300mg
KQK89825	SETIT_034922mg
KQK89824	SETIT_034922mg
KQK89826	SETIT_037749mg
KQK89827	SETIT_037749mg
KQK89828	SETIT_037749mg
KQK89836	SETIT_036959mg
KQK89834	SETIT_036959mg
KQK89833	SETIT_036959mg
KQK89835	SETIT_036959mg
KQK89837	SETIT_038347mg
KQK89839	SETIT_034775mg
KQK89841	SETIT_037214mg
KQK89846	SETIT_034463mg
ENSRNA049910710-T1	ENSRNA049910710
KQK89847	SETIT_040663mg
KQK89849	SETIT_039288mg
KQK89850	SETIT_037615mg
KQK89851	SETIT_037615mg
KQK89852	SETIT_036567mg
KQK89857	SETIT_037997mg
KQK89856	SETIT_037997mg
KQK89855	SETIT_037997mg
KQK89867	SETIT_036392mg
KQK89868	SETIT_040793mg
KQK89869	SETIT_038078mg
KQK89870	SETIT_038078mg
KQK89872	SETIT_037283mg
KQK89873	SETIT_037101mg
KQK89874	SETIT_040090mg
KQK89878	SETIT_036682mg
KQK89880	SETIT_035647mg
KQK89881	SETIT_039158mg
KQK89885	SETIT_037084mg
KQK89886	SETIT_034094mg
KQK89888	SETIT_036870mg
KQK89889	SETIT_036966mg
KQK89892	SETIT_039160mg
KQK89893	SETIT_038568mg
KQK89896	SETIT_038795mg
KQK89897	SETIT_034332mg
KQK89903	SETIT_034193mg
KQK89904	SETIT_034193mg
KQK89905	SETIT_035522mg
KQK89906	SETIT_036426mg
KQK89907	SETIT_035276mg
KQK89909	SETIT_036388mg
KQK89910	SETIT_039355mg
KQK89911	SETIT_039376mg
KQK89914	SETIT_039823mg
KQK89915	SETIT_035222mg
KQK89916	SETIT_040654mg
KQK89917	SETIT_039874mg
KQK89921	SETIT_036573mg
KQK89920	SETIT_036573mg
KQK89923	SETIT_039266mg
KQK89925	SETIT_035664mg
KQK89931	SETIT_039542mg
KQK89932	SETIT_038974mg
KQK89933	SETIT_039135mg
KQK89936	SETIT_036065mg
KQK89935	SETIT_036065mg
KQK89938	SETIT_037667mg
KQK89937	SETIT_037667mg
KQK89953	SETIT_040071mg
KQK89956	SETIT_040811mg
KQK89961	SETIT_038199mg
KQK89963	SETIT_036899mg
KQK89964	SETIT_040064mg
ENSRNA049910707-T1	ENSRNA049910707
KQK89980	SETIT_035436mg
KQK89987	SETIT_034826mg
KQK89988	SETIT_038110mg
KQK89989	SETIT_034407mg
KQK89991	SETIT_035503mg
ENSRNA049910705-T1	ENSRNA049910705
KQK89996	SETIT_035637mg
KQK90003	SETIT_037756mg
KQK90005	SETIT_040311mg
KQK90010	SETIT_038049mg
KQK90009	SETIT_038049mg
KQK90012	SETIT_038279mg
KQK90014	SETIT_040474mg
KQK90015	SETIT_035342mg
KQK90016	SETIT_035342mg
KQK90018	SETIT_039295mg
KQK90019	SETIT_038876mg
KQK90021	SETIT_039545mg
KQK90022	SETIT_039079mg
KQK90023	SETIT_038729mg
KQK90025	SETIT_034124mg
KQK90027	SETIT_038146mg
KQK90028	SETIT_038146mg
KQK90035	SETIT_038631mg
KQK90036	SETIT_039374mg
KQK90039	SETIT_039306mg
KQK90041	SETIT_034286mg
KQK90042	SETIT_039111mg
KQK90043	SETIT_034092mg
KQK90044	SETIT_035720mg
KQK90045	SETIT_035720mg
KQK90046	SETIT_034372mg
KQK90052	SETIT_035358mg
KQK90053	SETIT_0354192mg
KQK90054	SETIT_0354191mg
KQK90058	SETIT_035783mg
KQK90057	SETIT_035783mg
KQK90059	SETIT_040145mg
KQK90062	SETIT_040086mg
KQK90068	SETIT_038723mg
KQK90072	SETIT_037142mg
KQK90077	SETIT_035362mg
KQK90079	SETIT_040476mg
KQK90080	SETIT_039573mg
KQK90082	SETIT_037410mg
KQK90083	SETIT_035021mg
KQK90085	SETIT_034014mg
KQK90086	SETIT_034061mg
KQK90087	SETIT_037746mg
KQK90088	SETIT_038833mg
KQK90089	SETIT_040767mg
KQK90090	SETIT_040820mg
KQK90091	SETIT_039039mg
KQK90092	SETIT_038008mg
ENSRNA050012705-T1	ENSRNA050012705
