TXNAME	GENEID
KQL26181	SETIT_028894mg
KQL26182	SETIT_028902mg
KQL26183	SETIT_033477mg
KQL26185	SETIT_033612mg
KQL26187	SETIT_028873mg
KQL26188	SETIT_028860mg
KQL26189	SETIT_028885mg
KQL26190	SETIT_031960mg
KQL26191	SETIT_032230mg
KQL26192	SETIT_032736mg
KQL26195	SETIT_032776mg
KQL26198	SETIT_032263mg
KQL26200	SETIT_033606mg
KQL26201	SETIT_033793mg
KQL26209	SETIT_032222mg
KQL26210	SETIT_030219mg
KQL26211	SETIT_030166mg
KQL26212	SETIT_029976mg
KQL26213	SETIT_033593mg
KQL26215	SETIT_029954mg
KQL26216	SETIT_030151mg
KQL26217	SETIT_033635mg
KQL26218	SETIT_030163mg
KQL26220	SETIT_031253mg
KQL26221	SETIT_032282mg
KQL26225	SETIT_033395mg
KQL26226	SETIT_032267mg
KQL26227	SETIT_030418mg
KQL26228	SETIT_029212mg
KQL26229	SETIT_030273mg
KQL26230	SETIT_033418mg
KQL26231	SETIT_030702mg
KQL26232	SETIT_030725mg
KQL26233	SETIT_030725mg
KQL26236	SETIT_030767mg
KQL26237	SETIT_029479mg
ENSRNA049910448-T1	ENSRNA049910448
KQL26238	SETIT_029388mg
KQL26240	SETIT_031299mg
KQL26244	SETIT_028725mg
KQL26245	SETIT_033637mg
KQL26251	SETIT_030335mg
KQL26253	SETIT_029737mg
KQL26254	SETIT_029737mg
KQL26255	SETIT_029737mg
KQL26257	SETIT_031280mg
KQL26260	SETIT_030628mg
KQL26261	SETIT_028656mg
KQL26262	SETIT_033096mg
KQL26263	SETIT_033747mg
KQL26264	SETIT_030132mg
KQL26265	SETIT_030107mg
KQL26266	SETIT_030107mg
KQL26267	SETIT_030107mg
KQL26268	SETIT_029233mg
KQL26270	SETIT_0289932mg
KQL26269	SETIT_0289932mg
KQL26271	SETIT_032572mg
KQL26273	SETIT_030452mg
KQL26274	SETIT_031557mg
KQL26278	SETIT_029913mg
KQL26279	SETIT_032676mg
KQL26280	SETIT_033264mg
KQL26281	SETIT_032342mg
KQL26284	SETIT_031212mg
KQL26285	SETIT_032361mg
KQL26288	SETIT_028995mg
KQL26290	SETIT_028987mg
KQL26292	SETIT_031498mg
KQL26293	SETIT_031498mg
KQL26295	SETIT_031171mg
KQL26296	SETIT_031171mg
KQL26298	SETIT_030879mg
KQL26299	SETIT_029431mg
KQL26300	SETIT_030467mg
KQL26301	SETIT_031333mg
KQL26303	SETIT_033645mg
KQL26305	SETIT_032542mg
KQL26306	SETIT_031109mg
KQL26311	SETIT_028968mg
KQL26312	SETIT_031697mg
KQL26317	SETIT_028813mg
KQL26318	SETIT_028813mg
KQL26319	SETIT_033715mg
KQL26320	SETIT_032295mg
KQL26322	SETIT_031843mg
KQL26323	SETIT_031810mg
KQL26324	SETIT_028673mg
KQL26325	SETIT_028673mg
KQL26326	SETIT_032653mg
KQL26327	SETIT_030125mg
KQL26328	SETIT_030761mg
KQL26330	SETIT_029718mg
KQL26331	SETIT_032915mg
KQL26332	SETIT_029666mg
KQL26335	SETIT_031664mg
KQL26336	SETIT_031664mg
KQL26339	SETIT_029857mg
KQL26341	SETIT_032770mg
KQL26342	SETIT_032107mg
KQL26355	SETIT_029514mg
KQL26356	SETIT_029514mg
KQL26357	SETIT_032623mg
KQL26359	SETIT_030438mg
KQL26360	SETIT_030438mg
KQL26358	SETIT_030438mg
KQL26363	SETIT_033366mg
KQL26365	SETIT_032015mg
KQL26366	SETIT_030372mg
KQL26368	SETIT_029250mg
KQL26370	SETIT_033073mg
KQL26380	SETIT_030686mg
KQL26381	SETIT_028746mg
KQL26382	SETIT_029311mg
KQL26383	SETIT_029132mg
KQL26384	SETIT_029129mg
KQL26385	SETIT_032347mg
KQL26386	SETIT_032127mg
KQL26387	SETIT_032402mg
KQL26393	SETIT_031002mg
KQL26395	SETIT_032071mg
KQL26404	SETIT_028997mg
KQL26405	SETIT_031529mg
KQL26406	SETIT_031529mg
KQL26410	SETIT_032177mg
KQL26412	SETIT_032765mg
KQL26413	SETIT_030508mg
KQL26415	SETIT_031698mg
KQL26416	SETIT_032451mg
KQL26417	SETIT_032073mg
KQL26418	SETIT_030285mg
KQL26419	SETIT_030385mg
KQL26428	SETIT_029551mg
KQL26427	SETIT_029551mg
KQL26429	SETIT_029557mg
KQL26430	SETIT_032800mg
KQL26433	SETIT_030970mg
KQL26434	SETIT_032225mg
KQL26438	SETIT_029245mg
KQL26439	SETIT_029245mg
KQL26437	SETIT_033446mg
KQL26441	SETIT_032408mg
KQL26446	SETIT_032208mg
KQL26449	SETIT_033704mg
KQL26454	SETIT_030777mg
KQL26457	SETIT_029889mg
KQL26459	SETIT_033543mg
KQL26460	SETIT_030054mg
KQL26464	SETIT_032247mg
KQL26465	SETIT_029353mg
KQL26466	SETIT_030784mg
KQL26467	SETIT_032277mg
KQL26468	SETIT_028756mg
KQL26470	SETIT_029932mg
KQL26471	SETIT_029398mg
KQL26472	SETIT_031615mg
KQL26474	SETIT_029880mg
KQL26473	SETIT_029880mg
KQL26479	SETIT_032758mg
KQL26480	SETIT_031932mg
KQL26484	SETIT_032445mg
KQL26487	SETIT_031821mg
KQL26490	SETIT_033107mg
KQL26492	SETIT_032403mg
KQL26494	SETIT_033510mg
KQL26496	SETIT_029502mg
KQL26501	SETIT_029204mg
KQL26502	SETIT_029231mg
KQL26503	SETIT_029251mg
KQL26505	SETIT_033015mg
KQL26510	SETIT_030884mg
KQL26509	SETIT_030884mg
KQL26513	SETIT_032119mg
KQL26514	SETIT_033681mg
KQL26517	SETIT_029229mg
KQL26518	SETIT_028729mg
KQL26519	SETIT_029081mg
KQL26521	SETIT_033001mg
KQL26522	SETIT_031349mg
KQL26524	SETIT_031349mg
KQL26523	SETIT_031349mg
KQL26530	SETIT_032942mg
KQL26531	SETIT_028758mg
KQL26533	SETIT_031819mg
KQL26536	SETIT_030205mg
KQL26537	SETIT_030842mg
KQL26544	SETIT_031978mg
KQL26545	SETIT_032394mg
KQL26546	SETIT_032203mg
KQL26547	SETIT_033146mg
KQL26549	SETIT_031039mg
KQL26552	SETIT_031584mg
KQL26557	SETIT_029885mg
KQL26559	SETIT_030406mg
KQL26560	SETIT_032878mg
KQL26561	SETIT_032589mg
KQL26565	SETIT_032662mg
KQL26567	SETIT_032348mg
KQL26569	SETIT_030558mg
KQL26568	SETIT_030558mg
KQL26570	SETIT_029547mg
KQL26571	SETIT_028866mg
KQL26572	SETIT_032849mg
KQL26576	SETIT_029390mg
KQL26583	SETIT_029839mg
KQL26584	SETIT_031066mg
KQL26585	SETIT_033753mg
ENSRNA049910447-T1	ENSRNA049910447
KQL26591	SETIT_032602mg
KQL26597	SETIT_0309152mg
KQL26598	SETIT_0309151mg
KQL26600	SETIT_031057mg
KQL26599	SETIT_033618mg
KQL26601	SETIT_033526mg
KQL26604	SETIT_029112mg
KQL26605	SETIT_029112mg
KQL26608	SETIT_032705mg
KQL26610	SETIT_028796mg
KQL26614	SETIT_029190mg
KQL26615	SETIT_029190mg
ENSRNA050012058-T1	ENSRNA050012058
ENSRNA050012067-T1	ENSRNA050012067
ENSRNA050012065-T1	ENSRNA050012065
KQL26617	SETIT_030996mg
KQL26618	SETIT_031706mg
KQL26619	SETIT_031168mg
KQL26622	SETIT_032743mg
KQL26623	SETIT_030674mg
KQL26625	SETIT_032843mg
KQL26626	SETIT_030105mg
KQL26628	SETIT_032726mg
KQL26629	SETIT_029031mg
KQL26630	SETIT_030227mg
KQL26633	SETIT_031596mg
KQL26634	SETIT_029861mg
KQL26635	SETIT_033767mg
KQL26636	SETIT_031599mg
KQL26637	SETIT_028822mg
KQL26638	SETIT_028822mg
KQL26641	SETIT_033662mg
KQL26644	SETIT_033320mg
ENSRNA050012069-T1	ENSRNA050012069
KQL26648	SETIT_033697mg
KQL26653	SETIT_033703mg
KQL26654	SETIT_031560mg
KQL26657	SETIT_032460mg
KQL26658	SETIT_032475mg
KQL26660	SETIT_029594mg
KQL26665	SETIT_030614mg
KQL26669	SETIT_030514mg
KQL26670	SETIT_030514mg
KQL26671	SETIT_028893mg
KQL26672	SETIT_032960mg
KQL26673	SETIT_029925mg
KQL26674	SETIT_032494mg
KQL26675	SETIT_029762mg
KQL26676	SETIT_032667mg
KQL26678	SETIT_032659mg
KQL26688	SETIT_033647mg
KQL26690	SETIT_029860mg
KQL26691	SETIT_031877mg
KQL26694	SETIT_033577mg
KQL26695	SETIT_031429mg
KQL26697	SETIT_029395mg
KQL26698	SETIT_029268mg
KQL26699	SETIT_029991mg
KQL26705	SETIT_031135mg
KQL26711	SETIT_031878mg
KQL26712	SETIT_033241mg
KQL26713	SETIT_032020mg
KQL26715	SETIT_031948mg
KQL26716	SETIT_032537mg
KQL26717	SETIT_031251mg
KQL26718	SETIT_030124mg
KQL26719	SETIT_032698mg
KQL26720	SETIT_031811mg
KQL26725	SETIT_029161mg
KQL26727	SETIT_030518mg
KQL26729	SETIT_031177mg
KQL26728	SETIT_031177mg
KQL26730	SETIT_031493mg
KQL26731	SETIT_028797mg
KQL26734	SETIT_031592mg
KQL26740	SETIT_031504mg
KQL26741	SETIT_030707mg
KQL26742	SETIT_030707mg
KQL26743	SETIT_033067mg
KQL26744	SETIT_033394mg
KQL26746	SETIT_030376mg
KQL26747	SETIT_030175mg
KQL26748	SETIT_030175mg
KQL26752	SETIT_030783mg
KQL26753	SETIT_029689mg
KQL26754	SETIT_033069mg
KQL26755	SETIT_029056mg
KQL26759	SETIT_030309mg
KQL26761	SETIT_032532mg
KQL26762	SETIT_033265mg
KQL26764	SETIT_028782mg
KQL26765	SETIT_029855mg
KQL26766	SETIT_032031mg
KQL26769	SETIT_031070mg
KQL26771	SETIT_031323mg
KQL26772	SETIT_033694mg
KQL26779	SETIT_030995mg
KQL26780	SETIT_029124mg
KQL26781	SETIT_029124mg
KQL26787	SETIT_031183mg
KQL26789	SETIT_030679mg
KQL26790	SETIT_030560mg
ENSRNA049910446-T1	ENSRNA049910446
KQL26793	SETIT_030117mg
KQL26794	SETIT_030117mg
KQL26796	SETIT_030664mg
KQL26797	SETIT_030664mg
KQL26798	SETIT_030664mg
KQL26800	SETIT_032553mg
KQL26801	SETIT_031643mg
KQL26803	SETIT_033585mg
KQL26808	SETIT_029825mg
KQL26809	SETIT_029076mg
KQL26810	SETIT_029076mg
KQL26812	SETIT_029601mg
KQL26814	SETIT_030973mg
KQL26815	SETIT_030973mg
KQL26816	SETIT_030973mg
KQL26817	SETIT_030973mg
KQL26818	SETIT_030603mg
KQL26819	SETIT_033592mg
ENSRNA050012061-T1	ENSRNA050012061
KQL26822	SETIT_029560mg
KQL26823	SETIT_029310mg
KQL26827	SETIT_030209mg
KQL26826	SETIT_030209mg
KQL26831	SETIT_030534mg
KQL26830	SETIT_030534mg
KQL26832	SETIT_033181mg
KQL26833	SETIT_033050mg
KQL26834	SETIT_030747mg
KQL26837	SETIT_033012mg
KQL26845	SETIT_033559mg
KQL26846	SETIT_029320mg
KQL26849	SETIT_033443mg
KQL26852	SETIT_032128mg
KQL26853	SETIT_031257mg
KQL26857	SETIT_032642mg
KQL26861	SETIT_031630mg
KQL26862	SETIT_029165mg
KQL26864	SETIT_030206mg
KQL26863	SETIT_030206mg
KQL26865	SETIT_030206mg
KQL26868	SETIT_029328mg
KQL26869	SETIT_033189mg
KQL26873	SETIT_030855mg
KQL26874	SETIT_031951mg
KQL26875	SETIT_032796mg
KQL26876	SETIT_030214mg
KQL26877	SETIT_029563mg
KQL26880	SETIT_031838mg
KQL26884	SETIT_033243mg
KQL26885	SETIT_033137mg
KQL26886	SETIT_029381mg
KQL26887	SETIT_029381mg
KQL26889	SETIT_030945mg
KQL26894	SETIT_031061mg
KQL26891	SETIT_031061mg
KQL26892	SETIT_031061mg
KQL26890	SETIT_031061mg
KQL26895	SETIT_031061mg
KQL26893	SETIT_031061mg
KQL26896	SETIT_033206mg
KQL26898	SETIT_029300mg
KQL26900	SETIT_030883mg
KQL26899	SETIT_030883mg
KQL26902	SETIT_031590mg
KQL26910	SETIT_030773mg
KQL26911	SETIT_029840mg
KQL26917	SETIT_030776mg
KQL26916	SETIT_030776mg
KQL26920	SETIT_030425mg
KQL26921	SETIT_029953mg
KQL26923	SETIT_030545mg
KQL26926	SETIT_032197mg
KQL26930	SETIT_028853mg
ENSRNA049910445-T1	ENSRNA049910445
KQL26935	SETIT_033718mg
KQL26936	SETIT_031181mg
KQL26937	SETIT_028636mg
KQL26940	SETIT_029810mg
KQL26943	SETIT_029785mg
KQL26946	SETIT_032824mg
KQL26948	SETIT_032899mg
KQL26949	SETIT_030634mg
KQL26952	SETIT_030101mg
KQL26953	SETIT_030396mg
KQL26954	SETIT_030396mg
KQL26956	SETIT_031270mg
KQL26958	SETIT_032693mg
KQL26959	SETIT_030791mg
KQL26960	SETIT_032068mg
KQL26962	SETIT_028694mg
KQL26961	SETIT_028694mg
KQL26963	SETIT_032799mg
KQL26964	SETIT_030582mg
KQL26965	SETIT_029934mg
KQL26968	SETIT_029449mg
KQL26970	SETIT_033435mg
KQL26971	SETIT_031717mg
KQL26973	SETIT_030723mg
KQL26979	SETIT_030211mg
KQL26978	SETIT_030211mg
KQL26980	SETIT_033275mg
KQL26981	SETIT_032185mg
KQL26986	SETIT_033306mg
KQL26988	SETIT_029778mg
KQL26990	SETIT_029038mg
KQL26995	SETIT_030537mg
KQL26997	SETIT_031435mg
KQL26998	SETIT_033115mg
KQL26999	SETIT_030036mg
KQL27000	SETIT_032040mg
KQL27007	SETIT_028677mg
KQL27006	SETIT_028677mg
KQL27009	SETIT_029003mg
KQL27010	SETIT_031383mg
KQL27013	SETIT_030133mg
KQL27015	SETIT_030696mg
KQL27014	SETIT_030696mg
KQL27016	SETIT_028700mg
KQL27017	SETIT_032427mg
KQL27021	SETIT_031107mg
KQL27022	SETIT_033566mg
KQL27024	SETIT_0286552mg
KQL27025	SETIT_0286552mg
KQL27026	SETIT_033504mg
KQL27027	SETIT_0286551mg
KQL27028	SETIT_0286551mg
KQL27029	SETIT_029683mg
KQL27030	SETIT_029740mg
KQL27034	SETIT_032479mg
KQL27035	SETIT_029936mg
KQL27037	SETIT_031348mg
KQL27038	SETIT_033798mg
KQL27039	SETIT_028659mg
KQL27040	SETIT_030961mg
KQL27041	SETIT_030961mg
KQL27042	SETIT_030961mg
KQL27043	SETIT_031608mg
KQL27045	SETIT_032086mg
KQL27048	SETIT_033343mg
KQL27050	SETIT_029716mg
KQL27049	SETIT_029716mg
KQL27055	SETIT_031829mg
KQL27062	SETIT_031388mg
KQL27061	SETIT_031388mg
KQL27063	SETIT_030670mg
KQL27072	SETIT_032033mg
KQL27073	SETIT_030140mg
KQL27075	SETIT_030391mg
KQL27074	SETIT_030391mg
KQL27077	SETIT_032682mg
KQL27078	SETIT_032070mg
KQL27079	SETIT_032077mg
KQL27080	SETIT_031949mg
KQL27081	SETIT_030024mg
KQL27083	SETIT_029488mg
KQL27084	SETIT_029977mg
KQL27085	SETIT_030233mg
KQL27086	SETIT_033133mg
KQL27088	SETIT_031432mg
KQL27090	SETIT_031656mg
KQL27091	SETIT_029761mg
KQL27095	SETIT_029691mg
KQL27096	SETIT_029691mg
KQL27099	SETIT_032042mg
KQL27100	SETIT_030691mg
KQL27101	SETIT_030691mg
KQL27103	SETIT_029439mg
KQL27104	SETIT_032355mg
KQL27110	SETIT_033591mg
KQL27111	SETIT_029598mg
KQL27112	SETIT_031399mg
KQL27113	SETIT_033229mg
KQL27114	SETIT_031205mg
KQL27115	SETIT_033412mg
KQL27116	SETIT_032254mg
KQL27118	SETIT_028665mg
KQL27119	SETIT_028665mg
KQL27120	SETIT_028665mg
KQL27125	SETIT_032448mg
KQL27126	SETIT_029024mg
KQL27127	SETIT_031103mg
KQL27128	SETIT_032166mg
KQL27131	SETIT_032454mg
KQL27132	SETIT_030863mg
KQL27133	SETIT_030208mg
KQL27135	SETIT_030542mg
KQL27136	SETIT_029064mg
KQL27139	SETIT_031565mg
KQL27142	SETIT_031500mg
KQL27146	SETIT_029027mg
KQL27152	SETIT_031079mg
KQL27153	SETIT_029287mg
KQL27170	SETIT_030541mg
KQL27174	SETIT_029821mg
KQL27175	SETIT_028982mg
KQL27176	SETIT_028982mg
KQL27177	SETIT_032131mg
KQL27180	SETIT_033540mg
KQL27182	SETIT_028956mg
KQL27183	SETIT_030224mg
KQL27184	SETIT_028834mg
KQL27186	SETIT_033335mg
KQL27187	SETIT_029249mg
KQL27188	SETIT_030395mg
KQL27189	SETIT_028678mg
KQL27191	SETIT_031170mg
KQL27192	SETIT_029484mg
KQL27193	SETIT_032323mg
KQL27197	SETIT_029657mg
KQL27198	SETIT_029657mg
KQL27205	SETIT_029113mg
KQL27204	SETIT_029113mg
KQL27206	SETIT_029113mg
KQL27207	SETIT_029246mg
KQL27209	SETIT_030029mg
KQL27210	SETIT_030029mg
KQL27211	SETIT_030029mg
KQL27215	SETIT_030267mg
KQL27221	SETIT_033712mg
KQL27223	SETIT_029673mg
KQL27225	SETIT_030350mg
KQL27224	SETIT_030350mg
KQL27226	SETIT_028651mg
KQL27228	SETIT_033088mg
KQL27230	SETIT_029213mg
KQL27239	SETIT_033271mg
KQL27241	SETIT_030584mg
KQL27244	SETIT_031938mg
KQL27245	SETIT_030827mg
KQL27247	SETIT_029935mg
KQL27246	SETIT_029935mg
KQL27249	SETIT_029831mg
KQL27250	SETIT_029144mg
KQL27251	SETIT_032235mg
KQL27252	SETIT_028961mg
KQL27253	SETIT_031131mg
KQL27254	SETIT_029200mg
KQL27255	SETIT_029200mg
KQL27257	SETIT_033502mg
KQL27259	SETIT_033469mg
KQL27261	SETIT_029482mg
KQL27262	SETIT_030392mg
KQL27263	SETIT_028930mg
KQL27266	SETIT_028739mg
KQL27269	SETIT_028726mg
KQL27271	SETIT_031732mg
KQL27273	SETIT_0328982mg
KQL27274	SETIT_0328981mg
KQL27275	SETIT_031723mg
KQL27276	SETIT_032648mg
KQL27278	SETIT_033516mg
KQL27279	SETIT_032734mg
KQL27282	SETIT_030619mg
KQL27284	SETIT_029836mg
KQL27285	SETIT_029836mg
KQL27286	SETIT_033380mg
ENSRNA049910444-T1	ENSRNA049910444
KQL27288	SETIT_031941mg
KQL27295	SETIT_029627mg
KQL27297	SETIT_032140mg
KQL27299	SETIT_031162mg
KQL27300	SETIT_031162mg
KQL27304	SETIT_029273mg
KQL27306	SETIT_029273mg
KQL27305	SETIT_029273mg
KQL27307	SETIT_030381mg
KQL27309	SETIT_033300mg
KQL27311	SETIT_030270mg
KQL27310	SETIT_030270mg
KQL27312	SETIT_030912mg
KQL27314	SETIT_030912mg
KQL27313	SETIT_030912mg
KQL27316	SETIT_030030mg
KQL27317	SETIT_030030mg
KQL27324	SETIT_028740mg
KQL27326	SETIT_033421mg
ENSRNA049910443-T1	ENSRNA049910443
KQL27327	SETIT_030461mg
KQL27328	SETIT_028803mg
KQL12604	SETIT_022216mg
KQL12605	SETIT_023208mg
KQL12606	SETIT_024321mg
KQL12607	SETIT_022853mg
KQL12608	SETIT_022853mg
KQL12610	SETIT_022471mg
KQL12614	SETIT_021066mg
KQL12615	SETIT_021066mg
KQL12619	SETIT_022424mg
KQL12621	SETIT_025676mg
KQL12622	SETIT_025676mg
KQL12623	SETIT_022584mg
KQL12627	SETIT_020995mg
KQL12628	SETIT_023668mg
KQL12637	SETIT_022723mg
KQL12638	SETIT_020954mg
KQL12642	SETIT_021833mg
KQL12648	SETIT_025770mg
KQL12651	SETIT_024516mg
KQL12652	SETIT_022369mg
KQL12658	SETIT_024995mg
KQL12659	SETIT_022669mg
KQL12660	SETIT_022622mg
KQL12662	SETIT_022524mg
KQL12663	SETIT_022514mg
KQL12668	SETIT_022906mg
KQL12669	SETIT_024213mg
KQL12671	SETIT_023207mg
KQL12672	SETIT_023031mg
KQL12673	SETIT_022215mg
KQL12674	SETIT_025385mg
KQL12676	SETIT_024868mg
KQL12677	SETIT_022905mg
KQL12679	SETIT_023540mg
KQL12680	SETIT_025120mg
KQL12681	SETIT_024360mg
KQL12683	SETIT_022170mg
KQL12684	SETIT_024706mg
KQL12685	SETIT_025793mg
KQL12688	SETIT_025337mg
KQL12690	SETIT_022401mg
KQL12692	SETIT_021449mg
KQL12693	SETIT_021495mg
KQL12694	SETIT_022661mg
KQL12695	SETIT_023265mg
KQL12697	SETIT_022640mg
KQL12699	SETIT_023025mg
KQL12700	SETIT_023025mg
KQL12701	SETIT_023025mg
KQL12708	SETIT_025559mg
KQL12710	SETIT_023536mg
KQL12711	SETIT_025800mg
KQL12712	SETIT_022255mg
KQL12715	SETIT_021736mg
KQL12719	SETIT_023636mg
KQL12720	SETIT_021749mg
KQL12721	SETIT_023281mg
KQL12722	SETIT_021048mg
KQL12723	SETIT_021020mg
KQL12724	SETIT_024413mg
KQL12726	SETIT_022119mg
KQL12725	SETIT_022119mg
KQL12728	SETIT_024033mg
KQL12733	SETIT_021920mg
KQL12734	SETIT_021920mg
KQL12735	SETIT_021920mg
KQL12736	SETIT_021971mg
KQL12737	SETIT_022630mg
KQL12739	SETIT_022630mg
KQL12738	SETIT_022630mg
KQL12741	SETIT_021065mg
KQL12742	SETIT_021065mg
KQL12743	SETIT_024141mg
KQL12744	SETIT_024193mg
KQL12746	SETIT_021350mg
KQL12750	SETIT_023596mg
KQL12754	SETIT_025628mg
KQL12758	SETIT_023199mg
KQL12761	SETIT_022801mg
KQL12762	SETIT_023011mg
KQL12763	SETIT_022383mg
KQL12764	SETIT_022383mg
KQL12769	SETIT_025070mg
KQL12770	SETIT_025392mg
KQL12775	SETIT_023256mg
KQL12778	SETIT_021401mg
KQL12779	SETIT_021140mg
KQL12781	SETIT_025247mg
KQL12782	SETIT_021784mg
KQL12783	SETIT_021366mg
KQL12784	SETIT_024146mg
KQL12786	SETIT_021964mg
KQL12789	SETIT_022762mg
KQL12790	SETIT_025187mg
KQL12794	SETIT_021546mg
KQL12796	SETIT_021247mg
KQL12797	SETIT_025098mg
KQL12798	SETIT_021341mg
KQL12801	SETIT_021476mg
KQL12802	SETIT_021644mg
KQL12803	SETIT_023553mg
KQL12805	SETIT_021579mg
KQL12806	SETIT_021579mg
KQL12807	SETIT_024491mg
KQL12810	SETIT_025442mg
KQL12811	SETIT_024743mg
KQL12818	SETIT_0216212mg
KQL12819	SETIT_0216211mg
KQL12820	SETIT_021067mg
KQL12823	SETIT_023028mg
KQL12825	SETIT_025144mg
KQL12826	SETIT_022757mg
KQL12828	SETIT_022709mg
KQL12830	SETIT_022709mg
KQL12829	SETIT_022709mg
KQL12836	SETIT_023645mg
KQL12837	SETIT_025040mg
KQL12838	SETIT_024593mg
KQL12839	SETIT_023597mg
KQL12840	SETIT_021192mg
KQL12841	SETIT_021061mg
KQL12842	SETIT_021223mg
KQL12843	SETIT_021446mg
KQL12844	SETIT_022309mg
KQL12845	SETIT_021875mg
KQL12846	SETIT_021886mg
KQL12847	SETIT_022856mg
KQL12848	SETIT_022856mg
ENSRNA049910469-T1	ENSRNA049910469
KQL12850	SETIT_023545mg
KQL12851	SETIT_022314mg
KQL12852	SETIT_022078mg
KQL12853	SETIT_021648mg
KQL12855	SETIT_021967mg
KQL12856	SETIT_021967mg
KQL12858	SETIT_025331mg
KQL12860	SETIT_021625mg
KQL12862	SETIT_023251mg
KQL12863	SETIT_021113mg
KQL12864	SETIT_021113mg
KQL12865	SETIT_022315mg
KQL12870	SETIT_024334mg
KQL12871	SETIT_024865mg
KQL12872	SETIT_022346mg
KQL12873	SETIT_022346mg
KQL12874	SETIT_022148mg
KQL12878	SETIT_022353mg
KQL12880	SETIT_022192mg
KQL12882	SETIT_023699mg
KQL12889	SETIT_023831mg
KQL12890	SETIT_024777mg
KQL12891	SETIT_021976mg
KQL12893	SETIT_022307mg
KQL12894	SETIT_022307mg
KQL12895	SETIT_025423mg
KQL12898	SETIT_025111mg
KQL12899	SETIT_024494mg
KQL12904	SETIT_024579mg
KQL12905	SETIT_021412mg
KQL12911	SETIT_024273mg
KQL12912	SETIT_023431mg
KQL12915	SETIT_024963mg
KQL12919	SETIT_021668mg
KQL12920	SETIT_021668mg
KQL12921	SETIT_021170mg
KQL12923	SETIT_023937mg
KQL12926	SETIT_023436mg
KQL12927	SETIT_023436mg
KQL12928	SETIT_023436mg
KQL12933	SETIT_023880mg
KQL12934	SETIT_025209mg
KQL12935	SETIT_024627mg
KQL12937	SETIT_022084mg
KQL12938	SETIT_025212mg
KQL12942	SETIT_024018mg
KQL12944	SETIT_022281mg
KQL12946	SETIT_024849mg
KQL12947	SETIT_022785mg
KQL12948	SETIT_022785mg
KQL12949	SETIT_022806mg
KQL12954	SETIT_024723mg
KQL12955	SETIT_023488mg
KQL12959	SETIT_024054mg
KQL12961	SETIT_023380mg
KQL12962	SETIT_023380mg
KQL12963	SETIT_023380mg
KQL12964	SETIT_021877mg
KQL12965	SETIT_021877mg
KQL12966	SETIT_022888mg
KQL12967	SETIT_022888mg
KQL12968	SETIT_022888mg
KQL12970	SETIT_022138mg
KQL12973	SETIT_024007mg
KQL12974	SETIT_023245mg
KQL12975	SETIT_023245mg
KQL12982	SETIT_024128mg
KQL12986	SETIT_023298mg
KQL12987	SETIT_022005mg
KQL12991	SETIT_024394mg
KQL12992	SETIT_024256mg
KQL12993	SETIT_022432mg
KQL12995	SETIT_025223mg
KQL12996	SETIT_023470mg
KQL12998	SETIT_023470mg
KQL12997	SETIT_023470mg
KQL13005	SETIT_024047mg
KQL13008	SETIT_025556mg
KQL13011	SETIT_023086mg
KQL13015	SETIT_021804mg
KQL13018	SETIT_024825mg
KQL13022	SETIT_021014mg
KQL13026	SETIT_021197mg
KQL13027	SETIT_023018mg
KQL13032	SETIT_022971mg
KQL13034	SETIT_021163mg
KQL13037	SETIT_021266mg
KQL13039	SETIT_021562mg
KQL13040	SETIT_021689mg
KQL13041	SETIT_021689mg
KQL13042	SETIT_021689mg
KQL13043	SETIT_023064mg
KQL13044	SETIT_023064mg
KQL13045	SETIT_024254mg
KQL13048	SETIT_021373mg
KQL13052	SETIT_022729mg
KQL13057	SETIT_024837mg
KQL13064	SETIT_021674mg
KQL13065	SETIT_025299mg
KQL13066	SETIT_023487mg
KQL13067	SETIT_024443mg
KQL13072	SETIT_021480mg
KQL13073	SETIT_022807mg
KQL13074	SETIT_022807mg
KQL13078	SETIT_021018mg
KQL13079	SETIT_025093mg
KQL13080	SETIT_024652mg
KQL13081	SETIT_023510mg
KQL13082	SETIT_024738mg
KQL13083	SETIT_023707mg
ENSRNA049910471-T1	ENSRNA049910471
KQL13084	SETIT_023087mg
KQL13085	SETIT_021270mg
KQL13086	SETIT_021229mg
KQL13087	SETIT_023419mg
KQL13090	SETIT_021217mg
KQL13092	SETIT_025185mg
KQL13095	SETIT_022120mg
KQL13098	SETIT_021378mg
KQL13101	SETIT_024726mg
KQL13102	SETIT_025511mg
KQL13104	SETIT_023268mg
KQL13105	SETIT_023268mg
KQL13106	SETIT_023268mg
KQL13103	SETIT_023268mg
KQL13110	SETIT_023149mg
KQL13116	SETIT_020983mg
ENSRNA049910472-T1	ENSRNA049910472
KQL13119	SETIT_023310mg
KQL13122	SETIT_022364mg
KQL13125	SETIT_023823mg
KQL13129	SETIT_024055mg
KQL13131	SETIT_022095mg
KQL13132	SETIT_025672mg
KQL13133	SETIT_025375mg
KQL13134	SETIT_025434mg
KQL13136	SETIT_024008mg
KQL13135	SETIT_024008mg
KQL13138	SETIT_022841mg
KQL13142	SETIT_022408mg
KQL13140	SETIT_025782mg
KQL13141	SETIT_025635mg
KQL13143	SETIT_021950mg
KQL13145	SETIT_025492mg
KQL13151	SETIT_021164mg
KQL13149	SETIT_021164mg
KQL13150	SETIT_021164mg
KQL13152	SETIT_021164mg
